video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration
2j-J2IiHLB8,cutting,cutting,739,744,5
2j-J2IiHLB8,cutting,cutting,743,748,5
2j-J2IiHLB8,cutting,cutting,745,750,5
2j-J2IiHLB8,cutting,cutting,749,754,5
2j-J2IiHLB8,cutting,cutting,751,768,17
2j-J2IiHLB8,,cutting,810,813,3
2j-J2IiHLB8,,cutting,815,820,5
2j-J2IiHLB8,cutting,cutting,839,847,8
2j-J2IiHLB8,,cutting,849,853,4
2j-J2IiHLB8,cutting,cutting,862,877,15
2j-J2IiHLB8,cutting,cutting,879,891,12
2j-J2IiHLB8,cutting,cutting,901,914,13
2j-J2IiHLB8,cutting,cutting,917,926,9
2j-J2IiHLB8,,cutting,933,936,3
2j-J2IiHLB8,cutting,cutting,947,991,44
2j-J2IiHLB8,cutting,cutting,1251,1259,8
2j-J2IiHLB8,tying,tying,1284,1295,11
2j-J2IiHLB8,tying,tying,1332,1341,9
2j-J2IiHLB8,tying,tying,1212,1222,10
2j-J2IiHLB8,suturing,suturing,1132,1139,7
2j-J2IiHLB8,suturing,suturing,1142,1157,15
2j-J2IiHLB8,suturing,suturing,1184,1194,10
2j-J2IiHLB8,,suturing,1201,1206,5
2j-J2IiHLB8,,suturing,1236,1238,2
2j-J2IiHLB8,,suturing,1263,1265,2
2j-J2IiHLB8,suturing,suturing,1271,1279,8
2j-J2IiHLB8,,suturing,1313,1318,5
2j-J2IiHLB8,,suturing,1324,1329,5
tbxSEoWwqCM,cutting,cutting,2,16,14
tbxSEoWwqCM,cutting,cutting,59,87,28
3Fx1EiO5iRY,,cutting,93,113,20
3Fx1EiO5iRY,,cutting,123,183,60
3Fx1EiO5iRY,,cutting,270,280,10
3Fx1EiO5iRY,,cutting,303,307,4
3Fx1EiO5iRY,,tying,22,28,6
3Fx1EiO5iRY,,tying,374,380,6
3Fx1EiO5iRY,,tying,470,476,6
3Fx1EiO5iRY,,tying,645,650,5
3Fx1EiO5iRY,,suturing,33,80,47
3Fx1EiO5iRY,,suturing,360,374,14
VvTrKCFtZhA,,cutting,50,80,30
VvTrKCFtZhA,,cutting,199,300,101
VvTrKCFtZhA,,tying,460,550,90
VvTrKCFtZhA,,tying,580,600,20
VvTrKCFtZhA,,suturing,380,460,80
VvTrKCFtZhA,,suturing,550,580,30
bxm902jT1Ok,abstain,cutting,97,183,86
4uwsmL5TwGI,cutting,cutting,5,60,55
4uwsmL5TwGI,,tying,182,186,4
4uwsmL5TwGI,,suturing,149,154,5
4uwsmL5TwGI,,suturing,159,166,7
4uwsmL5TwGI,,suturing,179,181,2
zOHKqmSAZto,cutting,cutting,100,118,18
zOHKqmSAZto,cutting,cutting,138,145,7
zOHKqmSAZto,,cutting,158,159,1
zOHKqmSAZto,,cutting,169,171,2
zOHKqmSAZto,,cutting,178,182,4
zOHKqmSAZto,,cutting,196,199,3
zOHKqmSAZto,,cutting,213,214,1
zOHKqmSAZto,cutting,cutting,219,227,8
zOHKqmSAZto,cutting,cutting,378,420,42
zOHKqmSAZto,tying,tying,460,469,9
zOHKqmSAZto,tying,tying,484,492,8
zOHKqmSAZto,tying,tying,496,505,9
zOHKqmSAZto,suturing,suturing,437,455,18
zOHKqmSAZto,suturing,suturing,473,483,10
sFZchKZ10bc,,cutting,48,50,2
sFZchKZ10bc,,cutting,55,56,1
sFZchKZ10bc,cutting,cutting,58,103,45
sFZchKZ10bc,cutting,cutting,108,122,14
sFZchKZ10bc,,cutting,134,138,4
sFZchKZ10bc,,cutting,151,154,3
sFZchKZ10bc,,cutting,159,162,3
sFZchKZ10bc,,cutting,167,170,3
sFZchKZ10bc,cutting,cutting,171,187,16
sFZchKZ10bc,,tying,224,225,1
sFZchKZ10bc,,tying,254,256,2
sFZchKZ10bc,,tying,274,279,5
sFZchKZ10bc,,tying,337,340,3
sFZchKZ10bc,,suturing,220,223,3
sFZchKZ10bc,suturing,suturing,237,250,13
sFZchKZ10bc,suturing,suturing,257,263,6
sFZchKZ10bc,,suturing,267,269,2
sFZchKZ10bc,,suturing,294,297,3
sFZchKZ10bc,,suturing,298,301,3
sFZchKZ10bc,,suturing,313,316,3
sFZchKZ10bc,,suturing,317,319,2
sFZchKZ10bc,,suturing,320,323,3
sFZchKZ10bc,,suturing,326,331,5
PsYnEXGxf-M,none,cutting,222,229,7
PsYnEXGxf-M,,cutting,235,239,4
PsYnEXGxf-M,none,cutting,241,248,7
PsYnEXGxf-M,cutting,cutting,255,264,9
PsYnEXGxf-M,cutting,cutting,277,336,59
PsYnEXGxf-M,cutting,cutting,390,475,85
PsYnEXGxf-M,cutting,cutting,479,544,65
PsYnEXGxf-M,cutting,cutting,561,602,41
PsYnEXGxf-M,cutting,cutting,687,698,11
PsYnEXGxf-M,none,cutting,699,707,8
PsYnEXGxf-M,none,cutting,714,719,5
PsYnEXGxf-M,cutting,cutting,720,737,17
PsYnEXGxf-M,none,cutting,738,750,12
PsYnEXGxf-M,none,cutting,768,773,5
PsYnEXGxf-M,cutting,cutting,774,779,5
PsYnEXGxf-M,none,cutting,780,797,17
PsYnEXGxf-M,cutting,cutting,798,809,11
ZAwOzpqlZkA,cutting,cutting,53,71,18
ZAwOzpqlZkA,cutting,cutting,78,88,10
ZAwOzpqlZkA,cutting,cutting,96,106,10
ZAwOzpqlZkA,tying,tying,127,154,27
ZAwOzpqlZkA,tying,tying,166,177,11
ZAwOzpqlZkA,,tying,197,202,5
ZAwOzpqlZkA,tying,tying,220,237,17
ZAwOzpqlZkA,suturing,suturing,119,126,7
ZAwOzpqlZkA,,suturing,160,164,4
ZAwOzpqlZkA,suturing,suturing,185,190,5
ZAwOzpqlZkA,suturing,suturing,202,218,16
sWfWnFk1W70,,cutting,154,157,3
USL06hfnyKg,cutting,cutting,20,33,13
USL06hfnyKg,,cutting,37,40,3
USL06hfnyKg,cutting,cutting,47,55,8
USL06hfnyKg,,cutting,75,80,5
USL06hfnyKg,suturing,suturing,105,125,20
ATEuI_Y69CI,cutting,cutting,189,204,15
ATEuI_Y69CI,,cutting,237,242,5
ATEuI_Y69CI,,cutting,257,259,2
tOLu-p5V-7o,cutting,cutting,3,36,33
tOLu-p5V-7o,,tying,144,148,4
tOLu-p5V-7o,,tying,156,160,4
tOLu-p5V-7o,suturing,suturing,132,142,10
tOLu-p5V-7o,,suturing,398,414,16
7YXOJzIrKFM,none,cutting,22,141,119
7YXOJzIrKFM,cutting,cutting,142,153,11
7YXOJzIrKFM,none,cutting,154,171,17
7YXOJzIrKFM,cutting,cutting,172,177,5
HSXoe4PkkWI,cutting,cutting,97,127,30
HSXoe4PkkWI,cutting,cutting,157,188,31
HSXoe4PkkWI,cutting,cutting,194,220,26
HSXoe4PkkWI,cutting,cutting,227,276,49
HSXoe4PkkWI,cutting,cutting,303,316,13
HSXoe4PkkWI,cutting,cutting,338,380,42
HSXoe4PkkWI,,cutting,422,425,3
HSXoe4PkkWI,cutting,cutting,470,488,18
HSXoe4PkkWI,cutting,cutting,545,578,33
HSXoe4PkkWI,cutting,cutting,611,624,13
HSXoe4PkkWI,cutting,cutting,726,758,32
HSXoe4PkkWI,cutting,cutting,783,794,11
HSXoe4PkkWI,cutting,cutting,809,818,9
HSXoe4PkkWI,cutting,cutting,949,968,19
HSXoe4PkkWI,cutting,cutting,976,989,13
HSXoe4PkkWI,cutting,cutting,1073,1083,10
HSXoe4PkkWI,cutting,cutting,1412,1446,34
HSXoe4PkkWI,tying,tying,20,82,62
HSXoe4PkkWI,tying,tying,277,302,25
HSXoe4PkkWI,,tying,416,421,5
HSXoe4PkkWI,tying,tying,431,459,28
HSXoe4PkkWI,tying,tying,489,501,12
HSXoe4PkkWI,,tying,525,529,4
HSXoe4PkkWI,tying,tying,652,684,32
HSXoe4PkkWI,tying,tying,859,869,10
HSXoe4PkkWI,tying,tying,1044,1051,7
HSXoe4PkkWI,tying,tying,1053,1073,20
HSXoe4PkkWI,,tying,1112,1116,4
HSXoe4PkkWI,,tying,1131,1136,5
HSXoe4PkkWI,tying,tying,1180,1200,20
HSXoe4PkkWI,tying,tying,1333,1349,16
HSXoe4PkkWI,tying,tying,1354,1379,25
HSXoe4PkkWI,tying,tying,1396,1410,14
HSXoe4PkkWI,tying,tying,1452,1458,6
HSXoe4PkkWI,tying,tying,1479,1491,12
HSXoe4PkkWI,tying,tying,1501,1517,16
HSXoe4PkkWI,suturing,suturing,317,324,7
HSXoe4PkkWI,,suturing,425,430,5
HSXoe4PkkWI,,suturing,519,524,5
HSXoe4PkkWI,suturing,suturing,631,651,20
HSXoe4PkkWI,suturing,suturing,819,858,39
HSXoe4PkkWI,suturing,suturing,893,906,13
HSXoe4PkkWI,suturing,suturing,916,947,31
HSXoe4PkkWI,suturing,suturing,1011,1034,23
HSXoe4PkkWI,tying,suturing,1035,1041,6
HSXoe4PkkWI,suturing,suturing,1103,1111,8
HSXoe4PkkWI,suturing,suturing,1117,1130,13
HSXoe4PkkWI,suturing,suturing,1137,1166,29
HSXoe4PkkWI,tying,suturing,1167,1172,5
HSXoe4PkkWI,suturing,suturing,1173,1179,6
HSXoe4PkkWI,suturing,suturing,1217,1270,53
HSXoe4PkkWI,suturing,suturing,1295,1318,23
HSXoe4PkkWI,suturing,suturing,1389,1395,6
HSXoe4PkkWI,,suturing,1448,1451,3
HSXoe4PkkWI,suturing,suturing,1459,1478,19
HSXoe4PkkWI,suturing,suturing,1492,1500,8
HSXoe4PkkWI,suturing,suturing,1518,1573,55
zJkQP-BFl8c,cutting,cutting,33,39,6
zJkQP-BFl8c,,cutting,75,80,5
zJkQP-BFl8c,cutting,cutting,93,99,6
zJkQP-BFl8c,,cutting,106,111,5
Yl3S1UtzmFI,,cutting,8,10,2
Yl3S1UtzmFI,cutting,cutting,11,38,27
Yl3S1UtzmFI,cutting,cutting,41,52,11
Yl3S1UtzmFI,,tying,91,94,3
Yl3S1UtzmFI,tying,tying,108,118,10
Yl3S1UtzmFI,,tying,136,138,2
Yl3S1UtzmFI,tying,tying,152,161,9
Yl3S1UtzmFI,,tying,179,182,3
Yl3S1UtzmFI,,tying,186,188,2
Yl3S1UtzmFI,tying,tying,193,198,5
Yl3S1UtzmFI,tying,tying,244,249,5
Yl3S1UtzmFI,tying,tying,276,286,10
Yl3S1UtzmFI,suturing,suturing,82,90,8
Yl3S1UtzmFI,,suturing,96,98,2
Yl3S1UtzmFI,suturing,suturing,100,106,6
Yl3S1UtzmFI,suturing,suturing,121,130,9
Yl3S1UtzmFI,suturing,suturing,142,150,8
Yl3S1UtzmFI,,suturing,166,170,4
Yl3S1UtzmFI,,suturing,174,177,3
Yl3S1UtzmFI,,suturing,192,193,1
Yl3S1UtzmFI,suturing,suturing,212,224,12
Yl3S1UtzmFI,,suturing,234,238,4
Yl3S1UtzmFI,,suturing,262,265,3
GwHruH8trhg,,cutting,0,4,4
GwHruH8trhg,,tying,99,104,5
GwHruH8trhg,tying,tying,209,220,11
GwHruH8trhg,tying,tying,315,330,15
GwHruH8trhg,,suturing,92,94,2
GwHruH8trhg,suturing,suturing,111,125,14
GwHruH8trhg,suturing,suturing,185,202,17
GwHruH8trhg,suturing,suturing,240,268,28
GwHruH8trhg,suturing,suturing,273,283,10
GwHruH8trhg,suturing,suturing,285,312,27
wDu9VyqfNu8,,cutting,77,80,3
wDu9VyqfNu8,tying,tying,332,349,17
wDu9VyqfNu8,tying,tying,436,451,15
wDu9VyqfNu8,tying,tying,487,514,27
wDu9VyqfNu8,cutting,tying,524,530,6
wDu9VyqfNu8,tying,tying,587,601,14
wDu9VyqfNu8,tying,tying,655,661,6
wDu9VyqfNu8,tying,tying,721,734,13
wDu9VyqfNu8,tying,tying,763,773,10
wDu9VyqfNu8,tying,tying,833,841,8
wDu9VyqfNu8,tying,tying,866,874,8
wDu9VyqfNu8,tying,tying,894,900,6
wDu9VyqfNu8,suturing,suturing,613,653,40
wDu9VyqfNu8,suturing,suturing,689,694,5
wDu9VyqfNu8,cutting,suturing,695,712,17
wDu9VyqfNu8,,suturing,759,762,3
wDu9VyqfNu8,suturing,suturing,779,785,6
wDu9VyqfNu8,suturing,suturing,803,826,23
wDu9VyqfNu8,suturing,suturing,855,865,10
wDu9VyqfNu8,suturing,suturing,880,893,13
eYrOeMtk0ng,cutting,cutting,42,60,18
eYrOeMtk0ng,cutting,cutting,71,155,84
eYrOeMtk0ng,cutting,cutting,185,245,60
eYrOeMtk0ng,tying,tying,485,510,25
eYrOeMtk0ng,tying,tying,520,530,10
eYrOeMtk0ng,tying,tying,580,590,10
eYrOeMtk0ng,tying,tying,690,705,15
eYrOeMtk0ng,tying,tying,755,767,12
eYrOeMtk0ng,tying,tying,800,810,10
eYrOeMtk0ng,tying,tying,820,830,10
eYrOeMtk0ng,tying,tying,880,890,10
eYrOeMtk0ng,suturing,suturing,262,283,21
eYrOeMtk0ng,suturing,suturing,390,410,20
eYrOeMtk0ng,suturing,suturing,420,472,52
eYrOeMtk0ng,suturing,suturing,540,573,33
eYrOeMtk0ng,suturing,suturing,650,661,11
eYrOeMtk0ng,tying,suturing,662,667,5
eYrOeMtk0ng,suturing,suturing,668,690,22
eYrOeMtk0ng,suturing,suturing,746,755,9
eYrOeMtk0ng,suturing,suturing,792,800,8
eYrOeMtk0ng,,suturing,810,820,10
eYrOeMtk0ng,,suturing,840,842,2
AGxuM1_H7KE,cutting,cutting,8,27,19
AGxuM1_H7KE,cutting,cutting,61,70,9
AGxuM1_H7KE,,cutting,125,129,4
AGxuM1_H7KE,cutting,cutting,134,162,28
AGxuM1_H7KE,cutting,cutting,186,230,44
AGxuM1_H7KE,cutting,cutting,266,298,32
AGxuM1_H7KE,cutting,cutting,482,490,8
AGxuM1_H7KE,,cutting,504,508,4
AGxuM1_H7KE,cutting,cutting,546,569,23
AGxuM1_H7KE,cutting,tying,376,386,10
AGxuM1_H7KE,tying,tying,422,432,10
AGxuM1_H7KE,tying,tying,465,477,12
AGxuM1_H7KE,tying,tying,492,498,6
AGxuM1_H7KE,tying,tying,531,540,9
AGxuM1_H7KE,tying,tying,736,744,8
AGxuM1_H7KE,,tying,767,769,2
AGxuM1_H7KE,tying,tying,907,940,33
AGxuM1_H7KE,,tying,955,959,4
AGxuM1_H7KE,suturing,suturing,718,729,11
AGxuM1_H7KE,suturing,suturing,755,760,5
AGxuM1_H7KE,suturing,suturing,799,899,100
AGxuM1_H7KE,none,suturing,944,954,10
JvyO1LjGKhs,,cutting,50,75,25
JvyO1LjGKhs,,cutting,79,102,23
JvyO1LjGKhs,,cutting,114,136,22
JvyO1LjGKhs,,cutting,150,160,10
JvyO1LjGKhs,,cutting,210,260,50
JvyO1LjGKhs,,cutting,277,288,11
JvyO1LjGKhs,,cutting,315,345,30
JvyO1LjGKhs,,cutting,390,425,35
JvyO1LjGKhs,,tying,551,560,9
JvyO1LjGKhs,,tying,582,595,13
JvyO1LjGKhs,,suturing,437,510,73
JvyO1LjGKhs,,suturing,618,630,12
BdLSt0VARKU,cutting,cutting,5,16,11
BdLSt0VARKU,cutting,cutting,45,59,14
wZ2LvPEP84g,,cutting,350,360,10
wZ2LvPEP84g,,tying,444,459,15
wZ2LvPEP84g,,tying,473,483,10
wZ2LvPEP84g,,tying,495,508,13
wZ2LvPEP84g,,tying,515,525,10
wZ2LvPEP84g,,tying,640,649,9
wZ2LvPEP84g,,tying,692,699,7
wZ2LvPEP84g,,tying,708,718,10
wZ2LvPEP84g,,tying,755,760,5
wZ2LvPEP84g,,suturing,465,472,7
wZ2LvPEP84g,,suturing,623,640,17
wZ2LvPEP84g,,suturing,645,655,10
wZ2LvPEP84g,,suturing,703,708,5
wZ2LvPEP84g,,suturing,738,755,17
cdYW87IozMA,cutting,cutting,0,14,14
8LGGfKHtiPc,,cutting,0,13,13
8LGGfKHtiPc,,cutting,19,32,13
8LGGfKHtiPc,,tying,60,73,13
8LGGfKHtiPc,,tying,92,98,6
8LGGfKHtiPc,,tying,120,122,2
8LGGfKHtiPc,,suturing,50,60,10
8LGGfKHtiPc,,suturing,85,92,7
8LGGfKHtiPc,,suturing,109,119,10
8LGGfKHtiPc,,suturing,141,150,9
G3fOG8CcKEw,,cutting,16,21,5
G3fOG8CcKEw,none,cutting,39,50,11
G3fOG8CcKEw,cutting,cutting,65,94,29
HW2LXjSoAc8,cutting,cutting,12,53,41
HW2LXjSoAc8,none,cutting,54,59,5
HW2LXjSoAc8,cutting,cutting,60,107,47
HW2LXjSoAc8,none,cutting,108,113,5
HW2LXjSoAc8,cutting,cutting,114,152,38
HW2LXjSoAc8,suturing,suturing,177,207,30
a4M6zT_PTQg,cutting,cutting,0,81,81
a4M6zT_PTQg,tying,tying,102,118,16
a4M6zT_PTQg,tying,tying,218,243,25
a4M6zT_PTQg,none,suturing,88,93,5
a4M6zT_PTQg,suturing,suturing,94,102,8
a4M6zT_PTQg,suturing,suturing,118,217,99
bfZWsulahkQ,,cutting,49,57,8
bfZWsulahkQ,,cutting,60,62,2
bfZWsulahkQ,cutting,cutting,88,113,25
bfZWsulahkQ,tying,tying,70,84,14
bfZWsulahkQ,tying,tying,138,152,14
bfZWsulahkQ,tying,tying,165,186,21
bfZWsulahkQ,,suturing,68,70,2
bfZWsulahkQ,suturing,suturing,117,128,11
bfZWsulahkQ,tying,suturing,129,138,9
bfZWsulahkQ,suturing,suturing,153,158,5
iONoQhdgIf0,cutting,cutting,0,53,53
iONoQhdgIf0,none,cutting,54,59,5
iONoQhdgIf0,cutting,cutting,60,95,35
iONoQhdgIf0,none,cutting,96,101,5
iONoQhdgIf0,cutting,cutting,102,413,311
iONoQhdgIf0,none,cutting,414,419,5
iONoQhdgIf0,cutting,cutting,420,488,68
iONoQhdgIf0,cutting,cutting,489,524,35
iONoQhdgIf0,none,cutting,525,650,125
iONoQhdgIf0,cutting,cutting,651,656,5
iONoQhdgIf0,none,cutting,657,752,95
iONoQhdgIf0,cutting,cutting,753,776,23
iONoQhdgIf0,none,cutting,777,782,5
iONoQhdgIf0,cutting,cutting,783,806,23
iONoQhdgIf0,tying,cutting,807,836,29
iONoQhdgIf0,cutting,cutting,837,862,25
iONoQhdgIf0,cutting,cutting,863,970,107
iONoQhdgIf0,none,cutting,971,1126,155
iONoQhdgIf0,cutting,cutting,1127,1270,143
iONoQhdgIf0,none,cutting,1271,1306,35
iONoQhdgIf0,cutting,cutting,1307,1360,53
iONoQhdgIf0,none,cutting,1361,1366,5
iONoQhdgIf0,cutting,cutting,1367,1408,41
iONoQhdgIf0,none,cutting,1409,1474,65
iONoQhdgIf0,cutting,cutting,1475,1498,23
iONoQhdgIf0,none,cutting,1499,1504,5
iONoQhdgIf0,cutting,cutting,1505,1570,65
iONoQhdgIf0,none,cutting,1571,1600,29
iONoQhdgIf0,cutting,cutting,1601,1624,23
iONoQhdgIf0,none,cutting,1625,1630,5
iONoQhdgIf0,cutting,cutting,1631,1660,29
iONoQhdgIf0,none,cutting,1661,1670,9
BWrTbbZYozw,,cutting,55,62,7
BWrTbbZYozw,,cutting,70,75,5
BWrTbbZYozw,,cutting,163,169,6
BWrTbbZYozw,,cutting,196,200,4
BWrTbbZYozw,,cutting,215,225,10
BWrTbbZYozw,,tying,514,523,9
BWrTbbZYozw,,suturing,90,102,12
EUdac6A9n60,,cutting,75,78,3
EUdac6A9n60,cutting,cutting,118,125,7
EUdac6A9n60,cutting,cutting,132,159,27
EUdac6A9n60,tying,tying,286,302,16
EUdac6A9n60,tying,tying,360,366,6
feF1aRtVAvc,cutting,cutting,14,73,59
feF1aRtVAvc,cutting,cutting,100,110,10
feF1aRtVAvc,tying,tying,214,227,13
feF1aRtVAvc,tying,tying,402,415,13
feF1aRtVAvc,tying,tying,491,503,12
feF1aRtVAvc,tying,suturing,502,507,5
feF1aRtVAvc,suturing,suturing,508,553,45
feF1aRtVAvc,suturing,suturing,559,589,30
feF1aRtVAvc,suturing,suturing,608,660,52
feF1aRtVAvc,suturing,suturing,670,675,5
feF1aRtVAvc,tying,suturing,676,684,8
feF1aRtVAvc,suturing,suturing,690,795,105
pkvyOtGIbV8,cutting,cutting,25,46,21
pkvyOtGIbV8,cutting,cutting,97,102,5
pkvyOtGIbV8,none,cutting,103,108,5
pkvyOtGIbV8,cutting,cutting,109,126,17
pkvyOtGIbV8,none,cutting,127,138,11
pkvyOtGIbV8,cutting,cutting,139,192,53
pkvyOtGIbV8,,suturing,226,230,4
0oxhRpSq850,cutting,cutting,16,24,8
0oxhRpSq850,cutting,cutting,60,70,10
0oxhRpSq850,cutting,cutting,98,114,16
0oxhRpSq850,cutting,cutting,158,169,11
0oxhRpSq850,suturing,suturing,198,236,38
pN5bKT7U_OQ,cutting,cutting,28,33,5
pN5bKT7U_OQ,none,cutting,34,39,5
pN5bKT7U_OQ,cutting,cutting,40,76,36
pN5bKT7U_OQ,cutting,cutting,124,145,21
pN5bKT7U_OQ,none,tying,448,470,22
pN5bKT7U_OQ,tying,suturing,235,246,11
pN5bKT7U_OQ,suturing,suturing,247,264,17
pN5bKT7U_OQ,tying,suturing,265,270,5
pN5bKT7U_OQ,suturing,suturing,271,288,17
pN5bKT7U_OQ,tying,suturing,289,300,11
pN5bKT7U_OQ,suturing,suturing,301,318,17
pN5bKT7U_OQ,tying,suturing,319,330,11
pN5bKT7U_OQ,suturing,suturing,331,354,23
pN5bKT7U_OQ,tying,suturing,355,366,11
pN5bKT7U_OQ,suturing,suturing,367,390,23
pN5bKT7U_OQ,none,suturing,391,396,5
pN5bKT7U_OQ,tying,suturing,397,414,17
pN5bKT7U_OQ,suturing,suturing,415,434,19
pN5bKT7U_OQ,suturing,suturing,473,478,5
pN5bKT7U_OQ,tying,suturing,479,490,11
pN5bKT7U_OQ,suturing,suturing,491,556,65
thgXniYmwII,,cutting,12,17,5
thgXniYmwII,,cutting,40,42,2
thgXniYmwII,,cutting,52,56,4
thgXniYmwII,,tying,83,88,5
thgXniYmwII,,suturing,91,96,5
JjzptNEQJ2g,cutting,cutting,75,97,22
JjzptNEQJ2g,cutting,cutting,136,154,18
hKgkoj8kaHo,cutting,cutting,85,108,23
hKgkoj8kaHo,none,cutting,109,120,11
hKgkoj8kaHo,cutting,cutting,121,156,35
hKgkoj8kaHo,none,cutting,157,186,29
hKgkoj8kaHo,cutting,cutting,187,204,17
hKgkoj8kaHo,suturing,suturing,220,231,11
hKgkoj8kaHo,tying,suturing,232,240,8
TcYgRmsw_jg,cutting,cutting,12,65,53
TcYgRmsw_jg,,suturing,224,225,1
TcYgRmsw_jg,suturing,suturing,229,239,10
1YvFWU90eaE,,cutting,0,19,19
1YvFWU90eaE,,cutting,275,287,12
1YvFWU90eaE,,cutting,322,536,214
hSZOq0uqO6s,cutting,cutting,41,75,34
oDs_6O6AQjA,cutting,cutting,78,131,53
oDs_6O6AQjA,cutting,cutting,138,174,36
oDs_6O6AQjA,tying,tying,209,219,10
oDs_6O6AQjA,tying,tying,227,239,12
oDs_6O6AQjA,tying,tying,251,260,9
oDs_6O6AQjA,tying,tying,270,280,10
oDs_6O6AQjA,tying,tying,292,300,8
oDs_6O6AQjA,suturing,suturing,196,209,13
oDs_6O6AQjA,suturing,suturing,220,226,6
oDs_6O6AQjA,suturing,suturing,241,250,9
oDs_6O6AQjA,suturing,suturing,261,269,8
oDs_6O6AQjA,suturing,suturing,281,286,5
LVMCtRCJibI,cutting,cutting,31,45,14
LVMCtRCJibI,cutting,cutting,47,77,30
LVMCtRCJibI,cutting,cutting,93,101,8
LVMCtRCJibI,cutting,cutting,150,155,5
LVMCtRCJibI,cutting,cutting,177,194,17
LVMCtRCJibI,cutting,cutting,255,260,5
LVMCtRCJibI,cutting,cutting,615,623,8
LVMCtRCJibI,tying,suturing,673,681,8
LVMCtRCJibI,,suturing,681,710,29
luDl5dLz1No,cutting,cutting,359,373,14
luDl5dLz1No,,cutting,374,375,1
luDl5dLz1No,cutting,cutting,502,512,10
luDl5dLz1No,,cutting,1109,1111,2
luDl5dLz1No,tying,tying,1011,1033,22
luDl5dLz1No,tying,tying,1142,1165,23
luDl5dLz1No,tying,tying,1213,1218,5
luDl5dLz1No,tying,tying,1256,1261,5
luDl5dLz1No,tying,tying,1289,1294,5
luDl5dLz1No,tying,tying,1320,1330,10
luDl5dLz1No,tying,tying,1355,1375,20
luDl5dLz1No,tying,tying,1399,1409,10
luDl5dLz1No,,suturing,1137,1140,3
luDl5dLz1No,suturing,suturing,1188,1207,19
luDl5dLz1No,suturing,suturing,1233,1252,19
luDl5dLz1No,suturing,suturing,1271,1286,15
luDl5dLz1No,suturing,suturing,1306,1311,5
luDl5dLz1No,suturing,suturing,1338,1352,14
luDl5dLz1No,suturing,suturing,1379,1395,16
hGZez6oxS9E,cutting,cutting,131,158,27
hGZez6oxS9E,cutting,cutting,175,322,147
hGZez6oxS9E,cutting,cutting,356,372,16
hGZez6oxS9E,cutting,cutting,451,456,5
hGZez6oxS9E,tying,tying,414,441,27
hGZez6oxS9E,tying,tying,700,715,15
hGZez6oxS9E,tying,tying,750,777,27
hGZez6oxS9E,tying,tying,944,958,14
hGZez6oxS9E,tying,tying,974,993,19
hGZez6oxS9E,tying,suturing,384,390,6
hGZez6oxS9E,suturing,suturing,1176,1202,26
hGZez6oxS9E,suturing,suturing,1214,1254,40
hGZez6oxS9E,none,suturing,799,822,23
hGZez6oxS9E,cutting,suturing,823,846,23
hGZez6oxS9E,none,suturing,847,852,5
hGZez6oxS9E,cutting,suturing,853,899,46
ifywgQA-0t8,cutting,cutting,11,16,5
ifywgQA-0t8,cutting,cutting,34,46,12
ifywgQA-0t8,cutting,cutting,63,98,35
rzKGRcXNXm4,,tying,315,324,9
rzKGRcXNXm4,suturing,suturing,150,175,25
rzKGRcXNXm4,,suturing,235,246,11
rzKGRcXNXm4,,suturing,251,270,19
rzKGRcXNXm4,,suturing,280,286,6
rzKGRcXNXm4,,suturing,295,304,9
rzKGRcXNXm4,,suturing,311,314,3
8eFljZ449SY,cutting,cutting,13,22,9
8eFljZ449SY,cutting,cutting,41,50,9
8eFljZ449SY,cutting,cutting,58,79,21
8eFljZ449SY,cutting,cutting,91,122,31
8eFljZ449SY,cutting,cutting,149,159,10
8eFljZ449SY,,cutting,163,166,3
8eFljZ449SY,,cutting,178,183,5
8eFljZ449SY,cutting,cutting,191,215,24
8eFljZ449SY,cutting,cutting,258,271,13
8eFljZ449SY,tying,tying,309,314,5
8eFljZ449SY,suturing,suturing,302,309,7
8eFljZ449SY,,suturing,321,406,85
iI09BTuD3xU,cutting,cutting,17,30,13
iI09BTuD3xU,cutting,cutting,40,60,20
iI09BTuD3xU,cutting,cutting,90,112,22
iI09BTuD3xU,cutting,cutting,187,216,29
iI09BTuD3xU,cutting,cutting,251,265,14
iI09BTuD3xU,cutting,cutting,325,332,7
iI09BTuD3xU,cutting,cutting,472,482,10
ytgWAMS1SkE,suturing,suturing,573,590,17
ytgWAMS1SkE,tying,suturing,591,626,35
ytgWAMS1SkE,suturing,suturing,627,668,41
ytgWAMS1SkE,tying,suturing,669,692,23
ytgWAMS1SkE,suturing,suturing,693,728,35
ytgWAMS1SkE,tying,suturing,729,752,23
ytgWAMS1SkE,suturing,suturing,753,764,11
ytgWAMS1SkE,tying,suturing,765,788,23
ytgWAMS1SkE,suturing,suturing,789,806,17
ytgWAMS1SkE,none,suturing,807,812,5
ytgWAMS1SkE,suturing,suturing,813,829,16
wy7Q_xUlwHI,,cutting,220,225,5
wy7Q_xUlwHI,,tying,66,80,14
wy7Q_xUlwHI,,tying,180,192,12
wy7Q_xUlwHI,,tying,266,279,13
wy7Q_xUlwHI,,tying,460,475,15
wy7Q_xUlwHI,,tying,510,530,20
wy7Q_xUlwHI,,tying,639,654,15
wy7Q_xUlwHI,,tying,680,697,17
wy7Q_xUlwHI,,tying,729,749,20
