,video_id,labeler_2,labeler_1,duration,labeler_3,label,start_seconds,end_seconds
1495,FMLfc2V18HY,cutting,background,10.0,cutting,cutting,185.0,195.0
1496,FMLfc2V18HY,background,background,20.0,,background,195.0,215.0
1497,FMLfc2V18HY,cutting,background,45.0,cutting,cutting,215.0,260.0
1498,FMLfc2V18HY,background,background,15.0,,background,260.0,275.0
1499,FMLfc2V18HY,cutting,background,35.0,cutting,cutting,275.0,310.0
1500,FMLfc2V18HY,suturing,background,15.0,suturing,suturing,310.0,325.0
1501,FMLfc2V18HY,tying,background,10.0,tying,tying,325.0,335.0
1502,FMLfc2V18HY,cutting,background,60.0,cutting,cutting,335.0,395.0
1503,FMLfc2V18HY,suturing,background,20.0,suturing,suturing,395.0,415.0
1504,FMLfc2V18HY,,,4.0,,background,415.0,419.0
1505,FMLfc2V18HY,suturing,background,5.0,suturing,suturing,419.0,424.0
1506,FMLfc2V18HY,background,background,20.0,,background,424.0,444.0
1507,FUGhWj5iv70,background,background,251.0,,background,0.0,251.0
1508,FUGhWj5iv70,cutting,cutting,115.0,,cutting,251.0,366.0
1509,FUGhWj5iv70,,,3.0,,background,366.0,369.0
1510,FUGhWj5iv70,cutting,background,28.0,background,background,369.0,397.0
1511,FUGhWj5iv70,cutting,cutting,71.0,,cutting,397.0,468.0
1512,FUGhWj5iv70,background,background,70.0,,background,468.0,538.0
1513,FUGhWj5iv70,suturing,background,15.0,suturing,suturing,538.0,553.0
1514,FUGhWj5iv70,background,background,6.0,,background,553.0,559.0
1515,FUGhWj5iv70,cutting,cutting,81.0,,cutting,559.0,640.0
1516,FUGhWj5iv70,background,background,45.0,,background,640.0,685.0
1517,Fk5WjTJdVUA,background,background,14.0,,background,0.0,14.0
1518,Fk5WjTJdVUA,cutting,cutting,12.0,,cutting,14.0,26.0
1519,Fk5WjTJdVUA,none,cutting,6.0,,background,26.0,32.0
1520,Fk5WjTJdVUA,cutting,cutting,22.0,,cutting,32.0,54.0
1521,Fk5WjTJdVUA,background,background,140.0,,background,54.0,194.0
1522,Fk5WjTJdVUA,cutting,background,15.0,cutting,cutting,194.0,209.0
1523,Fk5WjTJdVUA,background,background,10.0,,background,209.0,219.0
1524,FotC4hB7Y0c,cutting,background,4.0,background,background,-1.0,3.0
1525,FotC4hB7Y0c,cutting,cutting,10.0,,cutting,3.0,13.0
1526,FotC4hB7Y0c,,,5.0,,background,13.0,18.0
1527,FotC4hB7Y0c,cutting,cutting,51.0,,cutting,18.0,69.0
1528,FotC4hB7Y0c,background,background,30.0,,background,69.0,99.0
1529,FotC4hB7Y0c,,suturing,3.0,,suturing,99.0,102.0
1530,FotC4hB7Y0c,tying,tying,12.0,,tying,102.0,114.0
1531,FotC4hB7Y0c,cutting,background,10.0,cutting,cutting,114.0,124.0
1532,FotC4hB7Y0c,,,4.0,,background,124.0,128.0
1533,FotC4hB7Y0c,cutting,cutting,15.0,,cutting,128.0,143.0
1534,FotC4hB7Y0c,,,3.0,,background,143.0,146.0
1535,FotC4hB7Y0c,suturing,suturing,15.0,,suturing,146.0,161.0
1536,FotC4hB7Y0c,,,5.0,,background,161.0,166.0
1537,FotC4hB7Y0c,tying,tying,10.0,,tying,166.0,176.0
1538,FotC4hB7Y0c,,,7.0,,background,176.0,183.0
1539,FotC4hB7Y0c,suturing,suturing,17.0,,suturing,183.0,200.0
1540,FotC4hB7Y0c,tying,background,15.0,tying,tying,200.0,215.0
1541,G3fOG8CcKEw,background,background,16.0,,background,0.0,16.0
1542,G3fOG8CcKEw,cutting,cutting,5.0,,cutting,16.0,21.0
1543,G3fOG8CcKEw,cutting,background,29.0,background,background,21.0,50.0
1544,G3fOG8CcKEw,cutting,background,5.0,cutting,cutting,50.0,55.0
1545,G3fOG8CcKEw,background,background,10.0,,background,55.0,65.0
1546,G3fOG8CcKEw,cutting,cutting,25.0,,cutting,65.0,90.0
1547,G3fOG8CcKEw,,,4.0,,background,90.0,94.0
1548,G3fOG8CcKEw,cutting,background,10.0,background,background,94.0,104.0
1549,GG7IByPZKec,background,background,30.0,,background,0.0,30.0
1550,GG7IByPZKec,cutting,background,105.0,cutting,cutting,30.0,135.0
1551,GG7IByPZKec,,,3.0,,background,135.0,138.0
1552,GG7IByPZKec,cutting,cutting,15.0,,cutting,138.0,153.0
1553,GG7IByPZKec,background,background,82.0,,background,153.0,235.0
1554,GG7IByPZKec,suturing,suturing,12.0,,suturing,235.0,247.0
1555,GG7IByPZKec,tying,suturing,6.0,,tying,247.0,253.0
1556,GG7IByPZKec,suturing,suturing,17.0,,suturing,253.0,270.0
1557,GG7IByPZKec,cutting,tying,5.0,,cutting,270.0,275.0
1558,GG7IByPZKec,,,3.0,,background,275.0,278.0
1559,GG7IByPZKec,suturing,background,12.0,suturing,suturing,278.0,290.0
1560,GG7IByPZKec,tying,tying,10.0,,tying,290.0,300.0
1561,GG7IByPZKec,,,3.0,,background,300.0,303.0
1562,GG7IByPZKec,tying,background,5.0,background,background,303.0,308.0
1563,GJ5RwKonnms,background,background,56.0,,background,0.0,56.0
1564,GJ5RwKonnms,,cutting,52.0,,cutting,56.0,108.0
1565,GJ5RwKonnms,,,3.0,,background,108.0,111.0
1566,GJ5RwKonnms,cutting,cutting,15.0,,cutting,111.0,126.0
1567,GJ5RwKonnms,,,4.0,,background,126.0,130.0
1568,GJ5RwKonnms,background,background,6.0,,background,130.0,136.0
1569,GJ5RwKonnms,cutting,cutting,7.0,,cutting,136.0,143.0
1570,GJ5RwKonnms,background,background,15.0,,background,143.0,158.0
1571,GJ5RwKonnms,cutting,cutting,70.0,,cutting,158.0,228.0
1572,GJ5RwKonnms,,,3.0,,background,228.0,231.0
1573,GJ5RwKonnms,suturing,suturing,12.0,,suturing,231.0,243.0
1574,GJ5RwKonnms,tying,suturing,6.0,,tying,243.0,249.0
1575,GJ5RwKonnms,cutting,suturing,6.0,,cutting,249.0,255.0
1576,GJ5RwKonnms,tying,suturing,7.0,,tying,255.0,262.0
1577,GJ5RwKonnms,suturing,background,5.0,background,background,262.0,267.0
1578,GJ5RwKonnms,tying,background,10.0,tying,tying,267.0,277.0
1579,GJ5RwKonnms,background,background,20.0,,background,277.0,297.0
1580,GQQzVPySxPI,background,background,77.0,,background,0.0,77.0
1581,GQQzVPySxPI,cutting,cutting,60.0,,cutting,77.0,137.0
1582,GQQzVPySxPI,,,3.0,,background,137.0,140.0
1583,GQQzVPySxPI,cutting,background,5.0,cutting,cutting,140.0,145.0
1584,GQQzVPySxPI,,,4.0,,background,145.0,149.0
1585,GQQzVPySxPI,cutting,cutting,27.0,,cutting,149.0,176.0
1586,GQQzVPySxPI,cutting,background,6.0,background,background,176.0,182.0
1587,GQQzVPySxPI,cutting,cutting,45.0,,cutting,182.0,227.0
1588,GQQzVPySxPI,,,3.0,,background,227.0,230.0
1589,GQQzVPySxPI,cutting,background,7.0,background,background,230.0,237.0
1590,GQQzVPySxPI,suturing,suturing,26.0,,suturing,237.0,263.0
1591,GQQzVPySxPI,tying,tying,5.0,,tying,263.0,268.0
1592,GQQzVPySxPI,cutting,background,25.0,background,background,268.0,293.0
1593,GQQzVPySxPI,suturing,suturing,5.0,,suturing,293.0,298.0
1594,GQQzVPySxPI,,,3.0,,background,298.0,301.0
1595,GQQzVPySxPI,suturing,tying,5.0,,suturing,301.0,306.0
1596,GQQzVPySxPI,,,8.0,,background,306.0,314.0
1597,GQQzVPySxPI,suturing,suturing,5.0,,suturing,314.0,319.0
1598,GQQzVPySxPI,,,5.0,,background,319.0,324.0
1599,GQQzVPySxPI,cutting,cutting,5.0,,cutting,324.0,329.0
1600,GQQzVPySxPI,,,4.0,,background,329.0,333.0
1601,GQQzVPySxPI,suturing,suturing,12.0,,suturing,333.0,345.0
1602,GQQzVPySxPI,tying,suturing,6.0,,tying,345.0,351.0
1603,GQQzVPySxPI,suturing,suturing,23.0,,suturing,351.0,374.0
1604,GQQzVPySxPI,tying,tying,5.0,,tying,374.0,379.0
1605,GQQzVPySxPI,,,3.0,,background,379.0,382.0
1606,GQQzVPySxPI,suturing,suturing,20.0,,suturing,382.0,402.0
1607,GQQzVPySxPI,,,3.0,,background,402.0,405.0
1608,GQQzVPySxPI,suturing,background,6.0,suturing,suturing,405.0,411.0
1609,GQQzVPySxPI,,tying,4.0,,tying,411.0,415.0
1610,GQQzVPySxPI,tying,background,12.0,background,background,415.0,427.0
1611,GQQzVPySxPI,cutting,cutting,15.0,,cutting,427.0,442.0
1612,GQQzVPySxPI,background,background,5.0,,background,442.0,447.0
1613,GT-FLlE95KU,background,background,60.0,,background,0.0,60.0
1614,GT-FLlE95KU,cutting,background,205.0,cutting,cutting,60.0,265.0
1615,GT-FLlE95KU,tying,tying,15.0,,tying,265.0,280.0
1616,GT-FLlE95KU,tying,background,70.0,background,background,280.0,350.0
1617,GT-FLlE95KU,cutting,background,5.0,tying,tying,350.0,355.0
1618,GT-FLlE95KU,tying,background,90.0,background,background,355.0,445.0
1619,GT-FLlE95KU,cutting,background,55.0,cutting,cutting,445.0,500.0
1620,GT-FLlE95KU,background,background,10.0,,background,500.0,510.0
1621,GT-FLlE95KU,cutting,background,165.0,cutting,cutting,510.0,675.0
1622,GT-FLlE95KU,background,background,5.0,,background,675.0,680.0
1623,GT-FLlE95KU,cutting,background,10.0,cutting,cutting,680.0,690.0
1624,GT-FLlE95KU,none,suturing,6.0,,background,690.0,696.0
1625,GT-FLlE95KU,suturing,suturing,12.0,,suturing,696.0,708.0
1626,GT-FLlE95KU,tying,suturing,15.0,,tying,708.0,723.0
1627,GT-FLlE95KU,,,3.0,,background,723.0,726.0
1628,GT-FLlE95KU,suturing,suturing,66.0,,suturing,726.0,792.0
1629,GT-FLlE95KU,tying,suturing,6.0,,tying,792.0,798.0
1630,GT-FLlE95KU,suturing,suturing,72.0,,suturing,798.0,870.0
1631,GT-FLlE95KU,tying,background,5.0,tying,tying,870.0,875.0
1632,GT-FLlE95KU,cutting,background,160.0,background,background,875.0,1035.0
1633,GT-FLlE95KU,tying,background,15.0,suturing,suturing,1035.0,1050.0
1634,GT-FLlE95KU,cutting,background,5.0,cutting,cutting,1050.0,1055.0
1635,GT-FLlE95KU,tying,background,70.0,background,background,1055.0,1125.0
1636,GT-FLlE95KU,suturing,background,5.0,suturing,suturing,1125.0,1130.0
1637,GT-FLlE95KU,tying,background,30.0,tying,tying,1130.0,1160.0
1638,GT-FLlE95KU,suturing,background,20.0,suturing,suturing,1160.0,1180.0
1639,GT-FLlE95KU,tying,background,5.0,background,background,1180.0,1185.0
1640,GT-FLlE95KU,suturing,background,10.0,suturing,suturing,1185.0,1195.0
1641,GT-FLlE95KU,tying,background,65.0,tying,tying,1195.0,1260.0
1642,GT-FLlE95KU,suturing,background,50.0,suturing,suturing,1260.0,1310.0
1643,GT-FLlE95KU,tying,background,10.0,tying,tying,1310.0,1320.0
1644,GkKGPN4gado,background,background,7.0,,background,0.0,7.0
1645,GkKGPN4gado,cutting,cutting,117.0,,cutting,7.0,124.0
1646,GkKGPN4gado,background,background,10.0,,background,124.0,134.0
1647,GkKGPN4gado,suturing,suturing,5.0,,suturing,134.0,139.0
1648,GkKGPN4gado,suturing,background,7.0,background,background,139.0,146.0
1649,GkKGPN4gado,tying,tying,21.0,,tying,146.0,167.0
1650,GkKGPN4gado,suturing,suturing,25.0,,suturing,167.0,192.0
1651,GkKGPN4gado,,,5.0,,background,192.0,197.0
1652,GkKGPN4gado,none,suturing,12.0,,background,197.0,209.0
1653,GkKGPN4gado,suturing,suturing,26.0,,suturing,209.0,235.0
1654,GkKGPN4gado,tying,background,5.0,background,background,235.0,240.0
1655,GkKGPN4gado,cutting,cutting,15.0,,cutting,240.0,255.0
1656,GkKGPN4gado,,,3.0,,background,255.0,258.0
1657,GkKGPN4gado,background,background,20.0,,background,258.0,278.0
1658,GwHruH8trhg,,cutting,4.0,,cutting,0.0,4.0
1659,GwHruH8trhg,cutting,background,88.0,background,background,4.0,92.0
1660,GwHruH8trhg,,suturing,2.0,,suturing,92.0,94.0
1661,GwHruH8trhg,tying,background,10.0,tying,tying,94.0,104.0
1662,GwHruH8trhg,cutting,background,7.0,background,background,104.0,111.0
1663,GwHruH8trhg,suturing,suturing,10.0,,suturing,111.0,121.0
1664,GwHruH8trhg,,,4.0,,background,121.0,125.0
1665,GwHruH8trhg,suturing,background,10.0,suturing,suturing,125.0,135.0
1666,GwHruH8trhg,background,background,50.0,,background,135.0,185.0
1667,GwHruH8trhg,suturing,suturing,24.0,,suturing,185.0,209.0
1668,GwHruH8trhg,tying,tying,21.0,,tying,209.0,230.0
1669,GwHruH8trhg,background,background,10.0,,background,230.0,240.0
1670,GwHruH8trhg,suturing,suturing,25.0,,suturing,240.0,265.0
1671,GwHruH8trhg,,,3.0,,background,265.0,268.0
1672,GwHruH8trhg,suturing,background,5.0,background,background,268.0,273.0
1673,GwHruH8trhg,suturing,suturing,37.0,,suturing,273.0,310.0
1674,GwHruH8trhg,,,5.0,,background,310.0,315.0
1675,GwHruH8trhg,tying,tying,15.0,,tying,315.0,330.0
1676,HKhfkcgE0ag,background,background,70.0,,background,0.0,70.0
1677,HKhfkcgE0ag,cutting,cutting,5.0,,cutting,70.0,75.0
1678,HKhfkcgE0ag,,,4.0,,background,75.0,79.0
1679,HKhfkcgE0ag,cutting,background,101.0,background,background,79.0,180.0
1680,HKhfkcgE0ag,cutting,cutting,5.0,,cutting,180.0,185.0
1681,HKhfkcgE0ag,,,3.0,,background,185.0,188.0
1682,HKhfkcgE0ag,cutting,background,34.0,background,background,188.0,222.0
1683,HKhfkcgE0ag,tying,tying,15.0,,tying,222.0,237.0
1684,HKhfkcgE0ag,,,4.0,,background,237.0,241.0
1685,HKhfkcgE0ag,suturing,background,12.0,tying,tying,241.0,253.0
1686,HKhfkcgE0ag,suturing,suturing,5.0,,suturing,253.0,258.0
1687,HKhfkcgE0ag,,,4.0,,background,258.0,262.0
1688,HKhfkcgE0ag,tying,tying,25.0,,tying,262.0,287.0
1689,HKhfkcgE0ag,,,4.0,,background,287.0,291.0
1690,HKhfkcgE0ag,tying,tying,10.0,,tying,291.0,301.0
1691,HKhfkcgE0ag,,,4.0,,background,301.0,305.0
1692,HKhfkcgE0ag,suturing,suturing,35.0,,suturing,305.0,340.0
1693,HKhfkcgE0ag,tying,background,35.0,background,background,340.0,375.0
1694,HP8pRJsWlGk,background,background,60.0,,background,0.0,60.0
1695,HP8pRJsWlGk,suturing,background,15.0,tying,tying,60.0,75.0
1696,HP8pRJsWlGk,,,4.0,,background,75.0,79.0
1697,HP8pRJsWlGk,suturing,suturing,5.0,,suturing,79.0,84.0
1698,HP8pRJsWlGk,tying,background,20.0,tying,tying,84.0,104.0
1699,HP8pRJsWlGk,,,4.0,,background,104.0,108.0
1700,HP8pRJsWlGk,cutting,cutting,10.0,,cutting,108.0,118.0
1701,HP8pRJsWlGk,,,4.0,,background,118.0,122.0
1702,HP8pRJsWlGk,cutting,background,12.0,cutting,cutting,122.0,134.0
1703,HP8pRJsWlGk,,,3.0,,background,134.0,137.0
1704,HP8pRJsWlGk,cutting,background,5.0,cutting,cutting,137.0,142.0
1705,HP8pRJsWlGk,background,background,85.0,,background,142.0,227.0
1706,HP8pRJsWlGk,cutting,background,225.0,cutting,cutting,227.0,452.0
1707,HP8pRJsWlGk,background,background,105.0,,background,452.0,557.0
1708,HP8pRJsWlGk,cutting,background,35.0,cutting,cutting,557.0,592.0
1709,HP8pRJsWlGk,background,background,38.0,,background,592.0,630.0
1710,HP8pRJsWlGk,suturing,suturing,5.0,,suturing,630.0,635.0
1711,HP8pRJsWlGk,,,4.0,,background,635.0,639.0
1712,HP8pRJsWlGk,suturing,background,15.0,suturing,suturing,639.0,654.0
1713,HP8pRJsWlGk,,,3.0,,background,654.0,657.0
1714,HP8pRJsWlGk,suturing,suturing,15.0,,suturing,657.0,672.0
1715,HP8pRJsWlGk,tying,background,10.0,tying,tying,672.0,682.0
1716,HP8pRJsWlGk,,,3.0,,background,682.0,685.0
1717,HP8pRJsWlGk,suturing,suturing,11.0,,suturing,685.0,696.0
1718,HP8pRJsWlGk,tying,background,15.0,tying,tying,696.0,711.0
1719,HP8pRJsWlGk,background,background,280.0,,background,711.0,991.0
1720,HSXoe4PkkWI,background,background,5.0,,background,0.0,5.0
1721,HSXoe4PkkWI,cutting,background,10.0,cutting,cutting,5.0,15.0
1722,HSXoe4PkkWI,suturing,background,5.0,background,background,15.0,20.0
1723,HSXoe4PkkWI,tying,tying,62.0,,tying,20.0,82.0
1724,HSXoe4PkkWI,suturing,background,15.0,background,background,82.0,97.0
1725,HSXoe4PkkWI,cutting,cutting,30.0,,cutting,97.0,127.0
1726,HSXoe4PkkWI,background,background,25.0,,background,127.0,152.0
1727,HSXoe4PkkWI,cutting,background,68.0,cutting,cutting,152.0,220.0
1728,HSXoe4PkkWI,cutting,background,7.0,background,background,220.0,227.0
1729,HSXoe4PkkWI,cutting,cutting,45.0,,cutting,227.0,272.0
1730,HSXoe4PkkWI,,,5.0,,background,272.0,277.0
1731,HSXoe4PkkWI,tying,tying,26.0,,tying,277.0,303.0
1732,HSXoe4PkkWI,cutting,cutting,10.0,,cutting,303.0,313.0
1733,HSXoe4PkkWI,,,4.0,,background,313.0,317.0
1734,HSXoe4PkkWI,suturing,suturing,7.0,,suturing,317.0,324.0
1735,HSXoe4PkkWI,tying,background,14.0,background,background,324.0,338.0
1736,HSXoe4PkkWI,cutting,cutting,67.0,,cutting,338.0,405.0
1737,HSXoe4PkkWI,background,background,11.0,,background,405.0,416.0
1738,HSXoe4PkkWI,tying,tying,6.0,,tying,416.0,422.0
1739,HSXoe4PkkWI,,cutting,9.0,,cutting,422.0,431.0
1740,HSXoe4PkkWI,tying,tying,25.0,,tying,431.0,456.0
1741,HSXoe4PkkWI,,,3.0,,background,456.0,459.0
1742,HSXoe4PkkWI,background,background,11.0,,background,459.0,470.0
1743,HSXoe4PkkWI,cutting,cutting,15.0,,cutting,470.0,485.0
1744,HSXoe4PkkWI,,,4.0,,background,485.0,489.0
1745,HSXoe4PkkWI,tying,tying,12.0,,tying,489.0,501.0
1746,HSXoe4PkkWI,suturing,background,15.0,suturing,suturing,501.0,516.0
1747,HSXoe4PkkWI,,,3.0,,background,516.0,519.0
1748,HSXoe4PkkWI,suturing,suturing,6.0,,suturing,519.0,525.0
1749,HSXoe4PkkWI,,tying,4.0,,tying,525.0,529.0
1750,HSXoe4PkkWI,cutting,background,10.0,cutting,cutting,529.0,539.0
1751,HSXoe4PkkWI,background,background,6.0,,background,539.0,545.0
1752,HSXoe4PkkWI,cutting,cutting,30.0,,cutting,545.0,575.0
1753,HSXoe4PkkWI,,,3.0,,background,575.0,578.0
1754,HSXoe4PkkWI,background,background,33.0,,background,578.0,611.0
1755,HSXoe4PkkWI,cutting,cutting,10.0,,cutting,611.0,621.0
1756,HSXoe4PkkWI,,,3.0,,background,621.0,624.0
1757,HSXoe4PkkWI,cutting,background,7.0,background,background,624.0,631.0
1758,HSXoe4PkkWI,suturing,suturing,21.0,,suturing,631.0,652.0
1759,HSXoe4PkkWI,tying,tying,32.0,,tying,652.0,684.0
1760,HSXoe4PkkWI,cutting,background,42.0,background,background,684.0,726.0
1761,HSXoe4PkkWI,cutting,cutting,32.0,,cutting,726.0,758.0
1762,HSXoe4PkkWI,tying,background,5.0,tying,tying,758.0,763.0
1763,HSXoe4PkkWI,cutting,background,51.0,cutting,cutting,763.0,814.0
1764,HSXoe4PkkWI,,,5.0,,background,814.0,819.0
1765,HSXoe4PkkWI,suturing,suturing,35.0,,suturing,819.0,854.0
1766,HSXoe4PkkWI,,,5.0,,background,854.0,859.0
1767,HSXoe4PkkWI,tying,tying,10.0,,tying,859.0,869.0
1768,HSXoe4PkkWI,cutting,background,20.0,suturing,suturing,869.0,889.0
1769,HSXoe4PkkWI,,,4.0,,background,889.0,893.0
1770,HSXoe4PkkWI,suturing,suturing,10.0,,suturing,893.0,903.0
1771,HSXoe4PkkWI,,,3.0,,background,903.0,906.0
1772,HSXoe4PkkWI,cutting,background,40.0,suturing,suturing,906.0,946.0
1773,HSXoe4PkkWI,,,3.0,,background,946.0,949.0
1774,HSXoe4PkkWI,cutting,cutting,15.0,,cutting,949.0,964.0
1775,HSXoe4PkkWI,,,4.0,,background,964.0,968.0
1776,HSXoe4PkkWI,tying,background,8.0,background,background,968.0,976.0
1777,HSXoe4PkkWI,cutting,cutting,10.0,,cutting,976.0,986.0
1778,HSXoe4PkkWI,,,3.0,,background,986.0,989.0
1779,HSXoe4PkkWI,background,background,22.0,,background,989.0,1011.0
1780,HSXoe4PkkWI,suturing,suturing,20.0,,suturing,1011.0,1031.0
1781,HSXoe4PkkWI,,,4.0,,background,1031.0,1035.0
1782,HSXoe4PkkWI,tying,suturing,5.0,,tying,1035.0,1040.0
1783,HSXoe4PkkWI,,,4.0,,background,1040.0,1044.0
1784,HSXoe4PkkWI,tying,tying,5.0,,tying,1044.0,1049.0
1785,HSXoe4PkkWI,,,4.0,,background,1049.0,1053.0
1786,HSXoe4PkkWI,tying,tying,20.0,,tying,1053.0,1073.0
1787,HSXoe4PkkWI,cutting,cutting,10.0,,cutting,1073.0,1083.0
1788,HSXoe4PkkWI,cutting,background,20.0,abstain,abstain,1083.0,1103.0
1789,HSXoe4PkkWI,suturing,suturing,5.0,,suturing,1103.0,1108.0
1790,HSXoe4PkkWI,,,4.0,,background,1108.0,1112.0
1791,HSXoe4PkkWI,,tying,5.0,,tying,1112.0,1117.0
1792,HSXoe4PkkWI,suturing,suturing,10.0,,suturing,1117.0,1127.0
1793,HSXoe4PkkWI,,,4.0,,background,1127.0,1131.0
1794,HSXoe4PkkWI,tying,tying,6.0,,tying,1131.0,1137.0
1795,HSXoe4PkkWI,suturing,suturing,25.0,,suturing,1137.0,1162.0
1796,HSXoe4PkkWI,,,5.0,,background,1162.0,1167.0
1797,HSXoe4PkkWI,tying,suturing,6.0,,tying,1167.0,1173.0
1798,HSXoe4PkkWI,suturing,suturing,7.0,,suturing,1173.0,1180.0
1799,HSXoe4PkkWI,tying,tying,20.0,,tying,1180.0,1200.0
1800,HSXoe4PkkWI,cutting,background,10.0,cutting,cutting,1200.0,1210.0
1801,HSXoe4PkkWI,background,background,7.0,,background,1210.0,1217.0
1802,HSXoe4PkkWI,suturing,suturing,50.0,,suturing,1217.0,1267.0
1803,HSXoe4PkkWI,,,3.0,,background,1267.0,1270.0
1804,HSXoe4PkkWI,suturing,background,5.0,suturing,suturing,1270.0,1275.0
1805,HSXoe4PkkWI,tying,background,10.0,tying,tying,1275.0,1285.0
1806,HSXoe4PkkWI,background,background,5.0,,background,1285.0,1290.0
1807,HSXoe4PkkWI,suturing,background,25.0,suturing,suturing,1290.0,1315.0
1808,HSXoe4PkkWI,,,3.0,,background,1315.0,1318.0
1809,HSXoe4PkkWI,suturing,background,5.0,suturing,suturing,1318.0,1323.0
1810,HSXoe4PkkWI,tying,background,56.0,tying,tying,1323.0,1379.0
1811,HSXoe4PkkWI,tying,background,5.0,background,background,1379.0,1384.0
1812,HSXoe4PkkWI,suturing,background,12.0,suturing,suturing,1384.0,1396.0
1813,HSXoe4PkkWI,tying,tying,10.0,,tying,1396.0,1406.0
1814,HSXoe4PkkWI,,,6.0,,background,1406.0,1412.0
1815,HSXoe4PkkWI,cutting,cutting,30.0,,cutting,1412.0,1442.0
1816,HSXoe4PkkWI,,,6.0,,background,1442.0,1448.0
1817,HSXoe4PkkWI,,suturing,4.0,,suturing,1448.0,1452.0
1818,HSXoe4PkkWI,tying,tying,7.0,,tying,1452.0,1459.0
1819,HSXoe4PkkWI,suturing,suturing,15.0,,suturing,1459.0,1474.0
1820,HSXoe4PkkWI,,,5.0,,background,1474.0,1479.0
1821,HSXoe4PkkWI,tying,tying,10.0,,tying,1479.0,1489.0
1822,HSXoe4PkkWI,,,3.0,,background,1489.0,1492.0
1823,HSXoe4PkkWI,suturing,suturing,5.0,,suturing,1492.0,1497.0
1824,HSXoe4PkkWI,,,4.0,,background,1497.0,1501.0
1825,HSXoe4PkkWI,tying,tying,17.0,,tying,1501.0,1518.0
1826,HSXoe4PkkWI,suturing,suturing,55.0,,suturing,1518.0,1573.0
1827,HW2LXjSoAc8,background,background,12.0,,background,0.0,12.0
1828,HW2LXjSoAc8,cutting,cutting,42.0,,cutting,12.0,54.0
1829,HW2LXjSoAc8,none,cutting,6.0,,background,54.0,60.0
1830,HW2LXjSoAc8,cutting,cutting,45.0,,cutting,60.0,105.0
1831,HW2LXjSoAc8,,,3.0,,background,105.0,108.0
1832,HW2LXjSoAc8,none,cutting,6.0,,background,108.0,114.0
1833,HW2LXjSoAc8,cutting,cutting,35.0,,cutting,114.0,149.0
1834,HW2LXjSoAc8,,,3.0,,background,149.0,152.0
1835,HW2LXjSoAc8,background,background,15.0,,background,152.0,167.0
1836,HW2LXjSoAc8,cutting,background,40.0,suturing,suturing,167.0,207.0
1837,HW2LXjSoAc8,tying,background,20.0,background,background,207.0,227.0
1838,IJuourlriwc,background,background,40.0,,background,0.0,40.0
1839,IJuourlriwc,cutting,background,90.0,cutting,cutting,40.0,130.0
1840,IJuourlriwc,,,4.0,,background,130.0,134.0
1841,IJuourlriwc,suturing,suturing,16.0,,suturing,134.0,150.0
1842,IJuourlriwc,tying,tying,15.0,,tying,150.0,165.0
1843,IJuourlriwc,suturing,background,15.0,suturing,suturing,165.0,180.0
1844,IJuourlriwc,tying,tying,10.0,,tying,180.0,190.0
1845,IJuourlriwc,background,background,10.0,,background,190.0,200.0
1846,ILZA2bFVGPE,background,background,138.0,,background,0.0,138.0
1847,ILZA2bFVGPE,cutting,cutting,5.0,,cutting,138.0,143.0
1848,ILZA2bFVGPE,,,3.0,,background,143.0,146.0
1849,ILZA2bFVGPE,cutting,background,35.0,cutting,cutting,146.0,181.0
1850,ILZA2bFVGPE,background,background,5.0,,background,181.0,186.0
1851,ILZA2bFVGPE,cutting,background,16.0,cutting,cutting,186.0,202.0
1852,ILZA2bFVGPE,background,background,90.0,,background,202.0,292.0
1853,ILZA2bFVGPE,tying,background,17.0,tying,tying,292.0,309.0
1854,ILZA2bFVGPE,tying,background,25.0,background,background,309.0,334.0
1855,ILZA2bFVGPE,cutting,cutting,26.0,,cutting,334.0,360.0
1856,ILZA2bFVGPE,cutting,background,15.0,background,background,360.0,375.0
1857,ILZA2bFVGPE,suturing,background,5.0,suturing,suturing,375.0,380.0
1858,ILZA2bFVGPE,tying,background,10.0,tying,tying,380.0,390.0
1859,ILZA2bFVGPE,background,background,20.0,,background,390.0,410.0
1860,IqpcBRQMOak,background,background,24.0,,background,0.0,24.0
1861,IqpcBRQMOak,cutting,cutting,37.0,,cutting,24.0,61.0
1862,IqpcBRQMOak,,,3.0,,background,61.0,64.0
1863,IqpcBRQMOak,cutting,cutting,30.0,,cutting,64.0,94.0
1864,IqpcBRQMOak,,,3.0,,background,94.0,97.0
1865,IqpcBRQMOak,cutting,background,70.0,cutting,cutting,97.0,167.0
1866,IqpcBRQMOak,,,3.0,,background,167.0,170.0
1867,IqpcBRQMOak,cutting,cutting,15.0,,cutting,170.0,185.0
1868,IqpcBRQMOak,cutting,background,15.0,background,background,185.0,200.0
1869,IqpcBRQMOak,tying,background,5.0,tying,tying,200.0,205.0
1870,IqpcBRQMOak,cutting,background,17.0,cutting,cutting,205.0,222.0
1871,IqpcBRQMOak,,,3.0,,background,222.0,225.0
1872,IqpcBRQMOak,cutting,background,30.0,cutting,cutting,225.0,255.0
1873,IqpcBRQMOak,tying,background,7.0,tying,tying,255.0,262.0
1874,IqpcBRQMOak,cutting,cutting,15.0,,cutting,262.0,277.0
1875,IqpcBRQMOak,,,3.0,,background,277.0,280.0
