,video_id,video_url,youtube_url,duration_seconds,annotations,seconds_annotated,cutting,tying,suturing,quality,severe_jumps,style
132,x98rpVdG96Y,https://marvl-surgery.s3.amazonaws.com/videos/x98rpVdG96Y.mp4,https://www.youtube.com/watch?v=x98rpVdG96Y,177.0,2,53,0,0,2,bad,no,non_overhead
133,TFwFMav_cpE,https://marvl-surgery.s3.amazonaws.com/videos/TFwFMav_cpE.mp4,https://www.youtube.com/watch?v=TFwFMav_cpE,1186.0,32,344,0,13,19,okay,no,non_overhead
134,SublDZXJ7p4,https://marvl-surgery.s3.amazonaws.com/videos/SublDZXJ7p4.mp4,https://www.youtube.com/watch?v=SublDZXJ7p4,1209.0,8,39,5,0,3,good,yes,non_overhead
135,tE8Ml8aDk18,https://marvl-surgery.s3.amazonaws.com/videos/tE8Ml8aDk18.mp4,https://www.youtube.com/watch?v=tE8Ml8aDk18,421.0,24,208,3,0,21,okay,no,non_overhead
136,tbxSEoWwqCM,https://marvl-surgery.s3.amazonaws.com/videos/tbxSEoWwqCM.mp4,https://www.youtube.com/watch?v=tbxSEoWwqCM,103.0,2,42,2,0,0,okay,no,non_overhead
137,BWrTbbZYozw,https://marvl-surgery.s3.amazonaws.com/videos/BWrTbbZYozw.mp4,https://www.youtube.com/watch?v=BWrTbbZYozw,578.0,9,53,6,1,2,bad,no,non_overhead
138,GwHruH8trhg,https://marvl-surgery.s3.amazonaws.com/videos/GwHruH8trhg.mp4,https://www.youtube.com/watch?v=GwHruH8trhg,336.0,10,133,1,3,6,good,no,non_overhead
139,mq8pdoUFZ8g,https://marvl-surgery.s3.amazonaws.com/videos/mq8pdoUFZ8g.mp4,https://www.youtube.com/watch?v=mq8pdoUFZ8g,206.0,1,32,1,0,0,okay,no,non_overhead
140,pN5bKT7U_OQ,https://marvl-surgery.s3.amazonaws.com/videos/pN5bKT7U_OQ.mp4,https://www.youtube.com/watch?v=pN5bKT7U_OQ,624.0,21,357,4,1,16,good,no,overhead
141,frw2-77Iwf0,https://marvl-surgery.s3.amazonaws.com/videos/frw2-77Iwf0.mp4,https://www.youtube.com/watch?v=frw2-77Iwf0,376.0,32,206,26,0,6,okay,yes,overhead
142,rtJzPBn6FWw,https://marvl-surgery.s3.amazonaws.com/videos/rtJzPBn6FWw.mp4,https://www.youtube.com/watch?v=rtJzPBn6FWw,389.0,7,43,1,1,5,bad,no,non_overhead
143,urMq4AtExDg,https://marvl-surgery.s3.amazonaws.com/videos/urMq4AtExDg.mp4,https://www.youtube.com/watch?v=urMq4AtExDg,914.0,22,470,4,2,16,bad,no,non_overhead
144,UJzc5o-rXOM,https://marvl-surgery.s3.amazonaws.com/videos/UJzc5o-rXOM.mp4,https://www.youtube.com/watch?v=UJzc5o-rXOM,492.0,4,24,1,1,2,okay,yes,non_overhead
145,fHZ_0htxQ4k,https://marvl-surgery.s3.amazonaws.com/videos/fHZ_0htxQ4k.mp4,https://www.youtube.com/watch?v=fHZ_0htxQ4k,904.0,6,151,5,1,0,okay,no,non_overhead
146,qaAoYqg2vWo,https://marvl-surgery.s3.amazonaws.com/videos/qaAoYqg2vWo.mp4,https://www.youtube.com/watch?v=qaAoYqg2vWo,874.0,11,311,3,8,0,okay,no,overhead
147,wy7Q_xUlwHI,https://marvl-surgery.s3.amazonaws.com/videos/wy7Q_xUlwHI.mp4,https://www.youtube.com/watch?v=wy7Q_xUlwHI,1602.0,45,727,1,18,26,bad,no,non_overhead
148,zNnwVj9whYA,https://marvl-surgery.s3.amazonaws.com/videos/zNnwVj9whYA.mp4,https://www.youtube.com/watch?v=zNnwVj9whYA,232.0,5,74,1,3,1,okay,no,non_overhead
149,BssDb0s5cdA,https://marvl-surgery.s3.amazonaws.com/videos/BssDb0s5cdA.mp4,https://www.youtube.com/watch?v=BssDb0s5cdA,73.0,2,24,2,0,0,good,no,non_overhead
150,wiT6R0xxh7w,https://marvl-surgery.s3.amazonaws.com/videos/wiT6R0xxh7w.mp4,https://www.youtube.com/watch?v=wiT6R0xxh7w,310.0,7,145,2,4,1,okay,no,overhead
151,eko_xMEYTKw,https://marvl-surgery.s3.amazonaws.com/videos/eko_xMEYTKw.mp4,https://www.youtube.com/watch?v=eko_xMEYTKw,605.0,19,179,16,2,1,good,no,non_overhead
152,wBADkB_PFkA,https://marvl-surgery.s3.amazonaws.com/videos/wBADkB_PFkA.mp4,https://www.youtube.com/watch?v=wBADkB_PFkA,67.0,2,11,2,0,0,okay,no,non_overhead
153,8VPsnDDEN04,https://marvl-surgery.s3.amazonaws.com/videos/8VPsnDDEN04.mp4,https://www.youtube.com/watch?v=8VPsnDDEN04,440.0,11,193,4,2,5,okay,no,non_overhead
154,wZTMcbt85J4,https://marvl-surgery.s3.amazonaws.com/videos/wZTMcbt85J4.mp4,https://www.youtube.com/watch?v=wZTMcbt85J4,414.0,2,121,2,0,0,good,no,non_overhead
155,vfHOapUt5kA,https://marvl-surgery.s3.amazonaws.com/videos/vfHOapUt5kA.mp4,https://www.youtube.com/watch?v=vfHOapUt5kA,248.0,18,204,7,1,10,okay,no,non_overhead
156,wEivan1FAIA,https://marvl-surgery.s3.amazonaws.com/videos/wEivan1FAIA.mp4,https://www.youtube.com/watch?v=wEivan1FAIA,451.0,4,103,3,0,1,bad,no,non_overhead
157,zyW8m35aEr0,https://marvl-surgery.s3.amazonaws.com/videos/zyW8m35aEr0.mp4,https://www.youtube.com/watch?v=zyW8m35aEr0,261.0,1,7,1,0,0,bad,no,non_overhead
158,Uy2fFSuYfpE,https://marvl-surgery.s3.amazonaws.com/videos/Uy2fFSuYfpE.mp4,https://www.youtube.com/watch?v=Uy2fFSuYfpE,801.0,7,406,5,2,0,bad,yes,non_overhead
159,V_kW8dMjGX0,https://marvl-surgery.s3.amazonaws.com/videos/V_kW8dMjGX0.mp4,https://www.youtube.com/watch?v=V_kW8dMjGX0,186.0,4,28,1,2,1,bad,no,non_overhead
160,ZAwOzpqlZkA,https://marvl-surgery.s3.amazonaws.com/videos/ZAwOzpqlZkA.mp4,https://www.youtube.com/watch?v=ZAwOzpqlZkA,259.0,11,130,3,4,4,good,no,overhead
161,hyw7Ue6oW8w,https://marvl-surgery.s3.amazonaws.com/videos/hyw7Ue6oW8w.mp4,https://www.youtube.com/watch?v=hyw7Ue6oW8w,102.0,4,28,2,1,1,okay,no,non_overhead
162,NsXz7b--hC4,https://marvl-surgery.s3.amazonaws.com/videos/NsXz7b--hC4.mp4,https://www.youtube.com/watch?v=NsXz7b--hC4,342.0,6,79,6,0,0,good,no,non_overhead
163,ejXLixqZVSs,https://marvl-surgery.s3.amazonaws.com/videos/ejXLixqZVSs.mp4,https://www.youtube.com/watch?v=ejXLixqZVSs,1572.0,27,409,17,5,5,okay,no,non_overhead
164,synW6molzgA,https://marvl-surgery.s3.amazonaws.com/videos/synW6molzgA.mp4,https://www.youtube.com/watch?v=synW6molzgA,582.0,7,128,6,1,0,okay,no,non_overhead
165,YGJLGKetzy0,https://marvl-surgery.s3.amazonaws.com/videos/YGJLGKetzy0.mp4,https://www.youtube.com/watch?v=YGJLGKetzy0,0.0,1,126,1,0,0,okay,no,non_overhead
166,tOLu-p5V-7o,https://marvl-surgery.s3.amazonaws.com/videos/tOLu-p5V-7o.mp4,https://www.youtube.com/watch?v=tOLu-p5V-7o,444.0,8,72,1,2,5,good,no,overhead
167,N32N6VEcW2I,https://marvl-surgery.s3.amazonaws.com/videos/N32N6VEcW2I.mp4,https://www.youtube.com/watch?v=N32N6VEcW2I,665.0,15,239,9,0,6,okay,no,non_overhead
168,bbI9l7j-LP4,https://marvl-surgery.s3.amazonaws.com/videos/bbI9l7j-LP4.mp4,https://www.youtube.com/watch?v=bbI9l7j-LP4,54.0,14,70,14,0,0,good,no,non_overhead
169,XfnUomzjvfs,https://marvl-surgery.s3.amazonaws.com/videos/XfnUomzjvfs.mp4,https://www.youtube.com/watch?v=XfnUomzjvfs,1339.0,9,130,5,0,4,bad,yes,non_overhead
170,qxaOo9Q0g2M,https://marvl-surgery.s3.amazonaws.com/videos/qxaOo9Q0g2M.mp4,https://www.youtube.com/watch?v=qxaOo9Q0g2M,470.0,14,234,5,3,6,okay,no,non_overhead
171,PC2SAKnlLok,https://marvl-surgery.s3.amazonaws.com/videos/PC2SAKnlLok.mp4,https://www.youtube.com/watch?v=PC2SAKnlLok,333.0,14,119,5,5,4,okay,no,non_overhead
172,n5o16fYYp-8,https://marvl-surgery.s3.amazonaws.com/videos/n5o16fYYp-8.mp4,https://www.youtube.com/watch?v=n5o16fYYp-8,278.0,6,55,1,2,3,bad,no,non_overhead
173,bxm902jT1Ok,https://marvl-surgery.s3.amazonaws.com/videos/bxm902jT1Ok.mp4,https://www.youtube.com/watch?v=bxm902jT1Ok,0.0,1,86,1,0,0,good,no,non_overhead
174,OsvR-ZxJtC0,https://marvl-surgery.s3.amazonaws.com/videos/OsvR-ZxJtC0.mp4,https://www.youtube.com/watch?v=OsvR-ZxJtC0,98.0,4,54,3,0,1,bad,no,non_overhead
175,ytgWAMS1SkE,https://marvl-surgery.s3.amazonaws.com/videos/ytgWAMS1SkE.mp4,https://www.youtube.com/watch?v=ytgWAMS1SkE,1091.0,11,246,0,0,11,okay,no,non_overhead
176,ZyWXlbQ8XdI,https://marvl-surgery.s3.amazonaws.com/videos/ZyWXlbQ8XdI.mp4,https://www.youtube.com/watch?v=ZyWXlbQ8XdI,1055.0,6,329,4,0,2,good,yes,non_overhead
177,0oxhRpSq850,https://marvl-surgery.s3.amazonaws.com/videos/0oxhRpSq850.mp4,https://www.youtube.com/watch?v=0oxhRpSq850,303.0,5,83,4,0,1,okay,yes,non_overhead
178,VvkCaxXqFfY,https://marvl-surgery.s3.amazonaws.com/videos/VvkCaxXqFfY.mp4,https://www.youtube.com/watch?v=VvkCaxXqFfY,206.0,4,144,3,0,1,good,no,non_overhead
179,0sN_jPLnyIE,https://marvl-surgery.s3.amazonaws.com/videos/0sN_jPLnyIE.mp4,https://www.youtube.com/watch?v=0sN_jPLnyIE,148.0,2,61,2,0,0,okay,no,non_overhead
180,ILZA2bFVGPE,https://marvl-surgery.s3.amazonaws.com/videos/ILZA2bFVGPE.mp4,https://www.youtube.com/watch?v=ILZA2bFVGPE,415.0,4,52,3,1,0,okay,yes,non_overhead
181,Fk5WjTJdVUA,https://marvl-surgery.s3.amazonaws.com/videos/Fk5WjTJdVUA.mp4,https://www.youtube.com/watch?v=Fk5WjTJdVUA,225.0,3,38,3,0,0,good,no,non_overhead
182,luDl5dLz1No,https://marvl-surgery.s3.amazonaws.com/videos/luDl5dLz1No.mp4,https://www.youtube.com/watch?v=luDl5dLz1No,1447.0,19,218,4,8,7,good,no,non_overhead
183,WTO1F3NG8PE,https://marvl-surgery.s3.amazonaws.com/videos/WTO1F3NG8PE.mp4,https://www.youtube.com/watch?v=WTO1F3NG8PE,893.0,18,174,18,0,0,bad,no,overhead
184,zOHKqmSAZto,https://marvl-surgery.s3.amazonaws.com/videos/zOHKqmSAZto.mp4,https://www.youtube.com/watch?v=zOHKqmSAZto,520.0,14,140,9,3,2,good,no,non_overhead
185,5cscLtlF-P0,https://marvl-surgery.s3.amazonaws.com/videos/5cscLtlF-P0.mp4,https://www.youtube.com/watch?v=5cscLtlF-P0,844.0,6,187,4,1,1,okay,no,non_overhead
186,N8vXhfGUaHg,https://marvl-surgery.s3.amazonaws.com/videos/N8vXhfGUaHg.mp4,https://www.youtube.com/watch?v=N8vXhfGUaHg,145.0,3,32,1,1,1,okay,no,non_overhead
187,Rw5idx6VjbI,https://marvl-surgery.s3.amazonaws.com/videos/Rw5idx6VjbI.mp4,https://www.youtube.com/watch?v=Rw5idx6VjbI,510.0,15,308,5,0,10,okay,no,non_overhead
188,BHerDVFqrL8,https://marvl-surgery.s3.amazonaws.com/videos/BHerDVFqrL8.mp4,https://www.youtube.com/watch?v=BHerDVFqrL8,766.0,5,336,3,2,0,bad,no,non_overhead
189,kQTmL3C2dwE,https://marvl-surgery.s3.amazonaws.com/videos/kQTmL3C2dwE.mp4,https://www.youtube.com/watch?v=kQTmL3C2dwE,443.0,2,351,2,0,0,bad,no,non_overhead
190,HKhfkcgE0ag,https://marvl-surgery.s3.amazonaws.com/videos/HKhfkcgE0ag.mp4,https://www.youtube.com/watch?v=HKhfkcgE0ag,377.0,19,109,2,10,7,good,no,non_overhead
191,i2GvmqhU4og,https://marvl-surgery.s3.amazonaws.com/videos/i2GvmqhU4og.mp4,https://www.youtube.com/watch?v=i2GvmqhU4og,245.0,2,33,1,1,0,bad,no,overhead
192,g9lzOYtGLic,https://marvl-surgery.s3.amazonaws.com/videos/g9lzOYtGLic.mp4,https://www.youtube.com/watch?v=g9lzOYtGLic,298.0,2,24,2,0,0,bad,no,non_overhead
193,VtJtGtC3R80,https://marvl-surgery.s3.amazonaws.com/videos/VtJtGtC3R80.mp4,https://www.youtube.com/watch?v=VtJtGtC3R80,653.0,4,20,4,0,0,bad,no,non_overhead
194,jogJdtFU8SY,https://marvl-surgery.s3.amazonaws.com/videos/jogJdtFU8SY.mp4,https://www.youtube.com/watch?v=jogJdtFU8SY,477.0,9,236,5,0,4,okay,no,non_overhead
195,0FHE1jSN3w0,https://marvl-surgery.s3.amazonaws.com/videos/0FHE1jSN3w0.mp4,https://www.youtube.com/watch?v=0FHE1jSN3w0,1471.0,7,202,2,0,5,okay,no,non_overhead
196,eQCNSx0P7LM,https://marvl-surgery.s3.amazonaws.com/videos/eQCNSx0P7LM.mp4,https://www.youtube.com/watch?v=eQCNSx0P7LM,308.0,5,64,0,1,4,okay,no,non_overhead
197,njHyoJ_rKLs,https://marvl-surgery.s3.amazonaws.com/videos/njHyoJ_rKLs.mp4,https://www.youtube.com/watch?v=njHyoJ_rKLs,148.0,2,83,1,0,1,okay,no,non_overhead
198,FUGhWj5iv70,https://marvl-surgery.s3.amazonaws.com/videos/FUGhWj5iv70.mp4,https://www.youtube.com/watch?v=FUGhWj5iv70,691.0,52,265,52,0,0,good,no,non_overhead
199,oewplXxSMrk,https://marvl-surgery.s3.amazonaws.com/videos/oewplXxSMrk.mp4,https://www.youtube.com/watch?v=oewplXxSMrk,187.0,5,104,5,0,0,good,no,non_overhead
200,zRk7vi3FsyU,https://marvl-surgery.s3.amazonaws.com/videos/zRk7vi3FsyU.mp4,https://www.youtube.com/watch?v=zRk7vi3FsyU,858.0,33,436,2,0,31,okay,yes,non_overhead
201,mYzL383plFw,https://marvl-surgery.s3.amazonaws.com/videos/mYzL383plFw.mp4,https://www.youtube.com/watch?v=mYzL383plFw,618.0,7,274,6,1,0,good,no,non_overhead
202,k0f8x5ZFnDs,https://marvl-surgery.s3.amazonaws.com/videos/k0f8x5ZFnDs.mp4,https://www.youtube.com/watch?v=k0f8x5ZFnDs,357.0,9,84,9,0,0,okay,no,non_overhead
203,AGxuM1_H7KE,https://marvl-surgery.s3.amazonaws.com/videos/AGxuM1_H7KE.mp4,https://www.youtube.com/watch?v=AGxuM1_H7KE,995.0,22,391,9,9,4,good,no,non_overhead
204,357DW8IYYt8,https://marvl-surgery.s3.amazonaws.com/videos/357DW8IYYt8.mp4,https://www.youtube.com/watch?v=357DW8IYYt8,403.0,15,254,5,1,9,okay,no,non_overhead
205,pHLuvSmOJRQ,https://marvl-surgery.s3.amazonaws.com/videos/pHLuvSmOJRQ.mp4,https://www.youtube.com/watch?v=pHLuvSmOJRQ,384.0,9,53,9,0,0,bad,no,non_overhead
206,XnkQgjOM5RU,https://marvl-surgery.s3.amazonaws.com/videos/XnkQgjOM5RU.mp4,https://www.youtube.com/watch?v=XnkQgjOM5RU,671.0,2,48,2,0,0,okay,no,non_overhead
207,pWIti7kfTyk,https://marvl-surgery.s3.amazonaws.com/videos/pWIti7kfTyk.mp4,https://www.youtube.com/watch?v=pWIti7kfTyk,108.0,3,24,1,2,0,okay,no,non_overhead
208,mvYF35gw4Og,https://marvl-surgery.s3.amazonaws.com/videos/mvYF35gw4Og.mp4,https://www.youtube.com/watch?v=mvYF35gw4Og,92.0,2,13,1,0,1,okay,no,non_overhead
209,wIr-9Myre4k,https://marvl-surgery.s3.amazonaws.com/videos/wIr-9Myre4k.mp4,https://www.youtube.com/watch?v=wIr-9Myre4k,448.0,10,237,5,2,3,okay,no,non_overhead
210,sWfWnFk1W70,https://marvl-surgery.s3.amazonaws.com/videos/sWfWnFk1W70.mp4,https://www.youtube.com/watch?v=sWfWnFk1W70,175.0,1,3,1,0,0,good,no,non_overhead
211,2XuCP7jeF7A,https://marvl-surgery.s3.amazonaws.com/videos/2XuCP7jeF7A.mp4,https://www.youtube.com/watch?v=2XuCP7jeF7A,470.0,12,321,4,2,6,bad,no,non_overhead
212,Z4Z03ebdSa8,https://marvl-surgery.s3.amazonaws.com/videos/Z4Z03ebdSa8.mp4,https://www.youtube.com/watch?v=Z4Z03ebdSa8,516.0,4,56,4,0,0,okay,no,non_overhead
213,panFAJHLz_Q,https://marvl-surgery.s3.amazonaws.com/videos/panFAJHLz_Q.mp4,https://www.youtube.com/watch?v=panFAJHLz_Q,960.0,15,229,8,2,5,okay,yes,non_overhead
214,GJ5RwKonnms,https://marvl-surgery.s3.amazonaws.com/videos/GJ5RwKonnms.mp4,https://www.youtube.com/watch?v=GJ5RwKonnms,303.0,8,101,4,0,4,bad,no,non_overhead
215,kHJh0MBx5Kc,https://marvl-surgery.s3.amazonaws.com/videos/kHJh0MBx5Kc.mp4,https://www.youtube.com/watch?v=kHJh0MBx5Kc,2818.0,26,145,24,2,0,bad,yes,non_overhead
216,KlFRPypF1kg,https://marvl-surgery.s3.amazonaws.com/videos/KlFRPypF1kg.mp4,https://www.youtube.com/watch?v=KlFRPypF1kg,1114.0,23,1002,10,7,6,okay,no,non_overhead
217,sZzcnDjeUKg,https://marvl-surgery.s3.amazonaws.com/videos/sZzcnDjeUKg.mp4,https://www.youtube.com/watch?v=sZzcnDjeUKg,671.0,6,74,1,5,0,okay,no,non_overhead
218,LPriMk5xy20,https://marvl-surgery.s3.amazonaws.com/videos/LPriMk5xy20.mp4,https://www.youtube.com/watch?v=LPriMk5xy20,1161.0,92,379,44,17,31,good,no,non_overhead
219,61Le2IPCp6E,https://marvl-surgery.s3.amazonaws.com/videos/61Le2IPCp6E.mp4,https://www.youtube.com/watch?v=61Le2IPCp6E,322.0,13,69,7,3,3,okay,no,non_overhead
220,VL_UNwlWd3c,https://marvl-surgery.s3.amazonaws.com/videos/VL_UNwlWd3c.mp4,https://www.youtube.com/watch?v=VL_UNwlWd3c,522.0,10,228,6,2,2,bad,no,non_overhead
221,pkvyOtGIbV8,https://marvl-surgery.s3.amazonaws.com/videos/pkvyOtGIbV8.mp4,https://www.youtube.com/watch?v=pkvyOtGIbV8,245.0,7,116,6,0,1,good,no,non_overhead
222,Sz57XML7IGA,https://marvl-surgery.s3.amazonaws.com/videos/Sz57XML7IGA.mp4,https://www.youtube.com/watch?v=Sz57XML7IGA,301.0,1,18,1,0,0,okay,no,non_overhead
223,CkKu-f_HknQ,https://marvl-surgery.s3.amazonaws.com/videos/CkKu-f_HknQ.mp4,https://www.youtube.com/watch?v=CkKu-f_HknQ,180.0,3,107,3,0,0,okay,no,non_overhead
224,e12tIDPDfwU,https://marvl-surgery.s3.amazonaws.com/videos/e12tIDPDfwU.mp4,https://www.youtube.com/watch?v=e12tIDPDfwU,345.0,14,110,3,2,9,okay,yes,non_overhead
225,isyztOzq1Uw,https://marvl-surgery.s3.amazonaws.com/videos/isyztOzq1Uw.mp4,https://www.youtube.com/watch?v=isyztOzq1Uw,357.0,6,44,4,0,2,okay,no,non_overhead
226,toE_4MtsqQM,https://marvl-surgery.s3.amazonaws.com/videos/toE_4MtsqQM.mp4,https://www.youtube.com/watch?v=toE_4MtsqQM,164.0,5,53,1,1,3,okay,no,non_overhead
227,XoGw0yrEv4E,https://marvl-surgery.s3.amazonaws.com/videos/XoGw0yrEv4E.mp4,https://www.youtube.com/watch?v=XoGw0yrEv4E,964.0,7,94,1,2,4,bad,yes,non_overhead
228,RDpE1Q9Bkno,https://marvl-surgery.s3.amazonaws.com/videos/RDpE1Q9Bkno.mp4,https://www.youtube.com/watch?v=RDpE1Q9Bkno,0.0,26,142,3,13,10,bad,yes,non_overhead
229,dqVauLWgZ5k,https://marvl-surgery.s3.amazonaws.com/videos/dqVauLWgZ5k.mp4,https://www.youtube.com/watch?v=dqVauLWgZ5k,291.0,6,68,1,2,3,good,no,non_overhead
230,zPP8sy1C6-4,https://marvl-surgery.s3.amazonaws.com/videos/zPP8sy1C6-4.mp4,https://www.youtube.com/watch?v=zPP8sy1C6-4,1097.0,22,327,0,9,13,okay,no,non_overhead
231,_B0S8vqgKT8,https://marvl-surgery.s3.amazonaws.com/videos/_B0S8vqgKT8.mp4,https://www.youtube.com/watch?v=_B0S8vqgKT8,747.0,12,182,2,4,6,okay,no,non_overhead
232,2j-J2IiHLB8,https://marvl-surgery.s3.amazonaws.com/videos/2j-J2IiHLB8.mp4,https://www.youtube.com/watch?v=2j-J2IiHLB8,1353.0,139,1319,127,3,9,okay,no,overhead
233,USL06hfnyKg,https://marvl-surgery.s3.amazonaws.com/videos/USL06hfnyKg.mp4,https://www.youtube.com/watch?v=USL06hfnyKg,141.0,5,49,4,0,1,bad,no,non_overhead
234,Nf5CArskkzM,https://marvl-surgery.s3.amazonaws.com/videos/Nf5CArskkzM.mp4,https://www.youtube.com/watch?v=Nf5CArskkzM,496.0,8,165,5,0,3,okay,no,non_overhead
235,pbkOtT3Q2AM,https://marvl-surgery.s3.amazonaws.com/videos/pbkOtT3Q2AM.mp4,https://www.youtube.com/watch?v=pbkOtT3Q2AM,584.0,20,367,6,6,8,okay,no,non_overhead
236,sHZWvYrerEs,https://marvl-surgery.s3.amazonaws.com/videos/sHZWvYrerEs.mp4,https://www.youtube.com/watch?v=sHZWvYrerEs,2587.0,13,319,9,0,4,okay,no,non_overhead
237,RCU-R4p16SU,https://marvl-surgery.s3.amazonaws.com/videos/RCU-R4p16SU.mp4,https://www.youtube.com/watch?v=RCU-R4p16SU,925.0,80,410,62,7,11,okay,no,non_overhead
238,A42Nt7WsxTE,https://marvl-surgery.s3.amazonaws.com/videos/A42Nt7WsxTE.mp4,https://www.youtube.com/watch?v=A42Nt7WsxTE,620.0,26,134,19,0,7,okay,no,non_overhead
239,CAd_n-qgRSI,https://marvl-surgery.s3.amazonaws.com/videos/CAd_n-qgRSI.mp4,https://www.youtube.com/watch?v=CAd_n-qgRSI,447.0,4,251,4,0,0,bad,yes,non_overhead
240,UDaMvSGMa3w,https://marvl-surgery.s3.amazonaws.com/videos/UDaMvSGMa3w.mp4,https://www.youtube.com/watch?v=UDaMvSGMa3w,135.0,2,32,2,0,0,bad,no,non_overhead
241,ifywgQA-0t8,https://marvl-surgery.s3.amazonaws.com/videos/ifywgQA-0t8.mp4,https://www.youtube.com/watch?v=ifywgQA-0t8,199.0,3,52,3,0,0,okay,no,non_overhead
242,sayim_KU_8c,https://marvl-surgery.s3.amazonaws.com/videos/sayim_KU_8c.mp4,https://www.youtube.com/watch?v=sayim_KU_8c,218.0,1,24,1,0,0,bad,yes,overhead
243,s0z0WYcC7dA,https://marvl-surgery.s3.amazonaws.com/videos/s0z0WYcC7dA.mp4,https://www.youtube.com/watch?v=s0z0WYcC7dA,1009.0,29,280,22,5,2,okay,no,non_overhead
244,8OK-_4Wx3QY,https://marvl-surgery.s3.amazonaws.com/videos/8OK-_4Wx3QY.mp4,https://www.youtube.com/watch?v=8OK-_4Wx3QY,1239.0,52,499,10,23,19,good,yes,non_overhead
245,_5OpGzoHEtM,https://marvl-surgery.s3.amazonaws.com/videos/_5OpGzoHEtM.mp4,https://www.youtube.com/watch?v=_5OpGzoHEtM,504.0,16,80,16,0,0,okay,yes,non_overhead
246,YLz8sAnLDM8,https://marvl-surgery.s3.amazonaws.com/videos/YLz8sAnLDM8.mp4,https://www.youtube.com/watch?v=YLz8sAnLDM8,278.0,10,56,8,2,0,okay,no,non_overhead
247,Nqyq0uaEBOg,https://marvl-surgery.s3.amazonaws.com/videos/Nqyq0uaEBOg.mp4,https://www.youtube.com/watch?v=Nqyq0uaEBOg,178.0,18,109,5,6,7,good,no,non_overhead
248,UyTv72j6Lno,https://marvl-surgery.s3.amazonaws.com/videos/UyTv72j6Lno.mp4,https://www.youtube.com/watch?v=UyTv72j6Lno,475.0,1,5,1,0,0,good,no,non_overhead
249,JT_ec9IVCzI,https://marvl-surgery.s3.amazonaws.com/videos/JT_ec9IVCzI.mp4,https://www.youtube.com/watch?v=JT_ec9IVCzI,54.0,2,14,0,2,0,bad,no,non_overhead
250,dBRV4qa_qxk,https://marvl-surgery.s3.amazonaws.com/videos/dBRV4qa_qxk.mp4,https://www.youtube.com/watch?v=dBRV4qa_qxk,340.0,14,159,7,3,4,bad,no,non_overhead
251,cdYW87IozMA,https://marvl-surgery.s3.amazonaws.com/videos/cdYW87IozMA.mp4,https://www.youtube.com/watch?v=cdYW87IozMA,79.0,1,14,1,0,0,good,no,non_overhead
252,Dqk7k7pnlVM,https://marvl-surgery.s3.amazonaws.com/videos/Dqk7k7pnlVM.mp4,https://www.youtube.com/watch?v=Dqk7k7pnlVM,452.0,10,107,10,0,0,bad,yes,non_overhead
253,ZP58Wx0QaWE,https://marvl-surgery.s3.amazonaws.com/videos/ZP58Wx0QaWE.mp4,https://www.youtube.com/watch?v=ZP58Wx0QaWE,148.0,3,74,3,0,0,bad,yes,non_overhead
254,5NWSWNFboIY,https://marvl-surgery.s3.amazonaws.com/videos/5NWSWNFboIY.mp4,https://www.youtube.com/watch?v=5NWSWNFboIY,374.0,1,151,1,0,0,good,no,overhead
255,XZleSz21hik,https://marvl-surgery.s3.amazonaws.com/videos/XZleSz21hik.mp4,https://www.youtube.com/watch?v=XZleSz21hik,428.0,1,140,1,0,0,good,no,non_overhead
256,vtK1XN4ZaU4,https://marvl-surgery.s3.amazonaws.com/videos/vtK1XN4ZaU4.mp4,https://www.youtube.com/watch?v=vtK1XN4ZaU4,324.0,3,53,1,1,1,bad,no,non_overhead
257,qz_dOdnqAnk,https://marvl-surgery.s3.amazonaws.com/videos/qz_dOdnqAnk.mp4,https://www.youtube.com/watch?v=qz_dOdnqAnk,3389.0,59,308,1,21,37,bad,no,non_overhead
258,LmkAisEsaew,https://marvl-surgery.s3.amazonaws.com/videos/LmkAisEsaew.mp4,https://www.youtube.com/watch?v=LmkAisEsaew,405.0,4,106,1,1,2,okay,yes,non_overhead
259,YXAGt6GtFwE,https://marvl-surgery.s3.amazonaws.com/videos/YXAGt6GtFwE.mp4,https://www.youtube.com/watch?v=YXAGt6GtFwE,444.0,4,94,1,2,1,okay,no,non_overhead
260,UyB951vsUfA,https://marvl-surgery.s3.amazonaws.com/videos/UyB951vsUfA.mp4,https://www.youtube.com/watch?v=UyB951vsUfA,1372.0,18,447,5,7,6,okay,no,non_overhead
261,hSZOq0uqO6s,https://marvl-surgery.s3.amazonaws.com/videos/hSZOq0uqO6s.mp4,https://www.youtube.com/watch?v=hSZOq0uqO6s,363.0,1,34,1,0,0,okay,no,non_overhead
262,DHFI6YnauIM,https://marvl-surgery.s3.amazonaws.com/videos/DHFI6YnauIM.mp4,https://www.youtube.com/watch?v=DHFI6YnauIM,1252.0,29,160,12,1,16,okay,no,non_overhead
263,KHrD5_zwTu8,https://marvl-surgery.s3.amazonaws.com/videos/KHrD5_zwTu8.mp4,https://www.youtube.com/watch?v=KHrD5_zwTu8,1356.0,4,61,1,0,3,good,no,non_overhead
264,tBfZ8UkhAG4,https://marvl-surgery.s3.amazonaws.com/videos/tBfZ8UkhAG4.mp4,https://www.youtube.com/watch?v=tBfZ8UkhAG4,70.0,4,56,0,0,4,good,no,overhead
