,video_id,labeler_2,labeler_1,start_seconds,end_seconds,duration,start_frame,end_frame
6911,Epicflt4WBQ,background,background,366.0,371.0,5,5490,5565
6912,Epicflt4WBQ,background,background,371.0,376.0,5,5565,5640
6913,EswP8VDC85s,background,background,0.0,5.0,5,0,75
6914,EswP8VDC85s,background,background,5.0,10.0,5,75,150
6915,EswP8VDC85s,cutting,cutting,10.0,15.0,5,150,225
6916,EswP8VDC85s,cutting,cutting,15.0,20.0,5,225,300
6917,EswP8VDC85s,cutting,cutting,20.0,25.0,5,300,375
6918,EswP8VDC85s,cutting,cutting,25.0,30.0,5,375,450
6919,EswP8VDC85s,cutting,cutting,30.0,35.0,5,450,525
6920,EswP8VDC85s,cutting,cutting,35.0,40.0,5,525,600
6921,EswP8VDC85s,cutting,cutting,40.0,45.0,5,600,675
6922,EswP8VDC85s,cutting,cutting,45.0,50.0,5,675,750
6923,EswP8VDC85s,cutting,cutting,50.0,55.0,5,750,825
6924,EswP8VDC85s,tying,suturing,62.0,67.0,5,930,1005
6925,EswP8VDC85s,background,background,67.0,72.0,5,1005,1080
6926,EswP8VDC85s,background,background,72.0,77.0,5,1080,1155
6927,F5wtY4Ns4nA,background,background,0.0,5.0,5,0,75
6928,F5wtY4Ns4nA,background,background,5.0,10.0,5,75,150
6929,F5wtY4Ns4nA,background,background,10.0,15.0,5,150,225
6930,F5wtY4Ns4nA,background,background,15.0,20.0,5,225,300
6931,F5wtY4Ns4nA,background,background,20.0,25.0,5,300,375
6932,F5wtY4Ns4nA,background,background,25.0,30.0,5,375,450
6933,F5wtY4Ns4nA,background,background,30.0,35.0,5,450,525
6934,F5wtY4Ns4nA,background,background,35.0,40.0,5,525,600
6935,F5wtY4Ns4nA,background,background,40.0,45.0,5,600,675
6936,F5wtY4Ns4nA,background,background,45.0,50.0,5,675,750
6937,F5wtY4Ns4nA,background,background,50.0,55.0,5,750,825
6938,F5wtY4Ns4nA,background,background,55.0,60.0,5,825,900
6939,F5wtY4Ns4nA,background,background,60.0,65.0,5,900,975
6940,F5wtY4Ns4nA,background,background,65.0,70.0,5,975,1050
6941,F5wtY4Ns4nA,background,background,70.0,75.0,5,1050,1125
6942,F5wtY4Ns4nA,background,background,75.0,80.0,5,1125,1200
6943,F5wtY4Ns4nA,background,background,80.0,85.0,5,1200,1275
6944,F5wtY4Ns4nA,background,background,85.0,90.0,5,1275,1350
6945,F5wtY4Ns4nA,background,background,90.0,95.0,5,1350,1425
6946,F5wtY4Ns4nA,background,background,95.0,100.0,5,1425,1500
6947,F5wtY4Ns4nA,background,background,100.0,105.0,5,1500,1575
6948,F5wtY4Ns4nA,background,background,105.0,110.0,5,1575,1650
6949,F5wtY4Ns4nA,background,background,110.0,115.0,5,1650,1725
6950,F5wtY4Ns4nA,background,background,115.0,120.0,5,1725,1800
6951,F5wtY4Ns4nA,background,background,120.0,125.0,5,1800,1875
6952,F5wtY4Ns4nA,background,background,125.0,130.0,5,1875,1950
6953,F5wtY4Ns4nA,background,background,130.0,135.0,5,1950,2025
6954,F5wtY4Ns4nA,background,background,135.0,140.0,5,2025,2100
6955,F5wtY4Ns4nA,background,background,140.0,145.0,5,2100,2175
6956,F5wtY4Ns4nA,background,background,145.0,150.0,5,2175,2250
6957,F5wtY4Ns4nA,background,background,150.0,155.0,5,2250,2325
6958,F5wtY4Ns4nA,background,background,155.0,160.0,5,2325,2400
6959,F5wtY4Ns4nA,background,background,160.0,165.0,5,2400,2475
6960,F5wtY4Ns4nA,background,background,165.0,170.0,5,2475,2550
6961,F5wtY4Ns4nA,background,background,170.0,175.0,5,2550,2625
6962,F5wtY4Ns4nA,background,background,175.0,180.0,5,2625,2700
6963,F5wtY4Ns4nA,background,background,180.0,185.0,5,2700,2775
6964,F5wtY4Ns4nA,background,background,185.0,190.0,5,2775,2850
6965,F5wtY4Ns4nA,background,background,190.0,195.0,5,2850,2925
6966,F5wtY4Ns4nA,background,background,195.0,200.0,5,2925,3000
6967,F5wtY4Ns4nA,background,background,200.0,205.0,5,3000,3075
6968,F5wtY4Ns4nA,background,background,205.0,210.0,5,3075,3150
6969,F5wtY4Ns4nA,background,background,210.0,215.0,5,3150,3225
6970,F5wtY4Ns4nA,background,background,215.0,220.0,5,3225,3300
6971,F5wtY4Ns4nA,background,background,220.0,225.0,5,3300,3375
6972,F5wtY4Ns4nA,background,background,225.0,230.0,5,3375,3450
6973,F5wtY4Ns4nA,background,background,230.0,235.0,5,3450,3525
6974,F5wtY4Ns4nA,background,background,235.0,240.0,5,3525,3600
6975,F5wtY4Ns4nA,background,background,240.0,245.0,5,3600,3675
6976,F5wtY4Ns4nA,background,background,245.0,250.0,5,3675,3750
6977,F5wtY4Ns4nA,background,background,250.0,255.0,5,3750,3825
6978,F5wtY4Ns4nA,background,background,255.0,260.0,5,3825,3900
6979,F5wtY4Ns4nA,background,background,260.0,265.0,5,3900,3975
6980,F5wtY4Ns4nA,background,background,265.0,270.0,5,3975,4050
6981,F5wtY4Ns4nA,background,background,270.0,275.0,5,4050,4125
6982,F5wtY4Ns4nA,background,background,275.0,280.0,5,4125,4200
6983,F5wtY4Ns4nA,background,background,280.0,285.0,5,4200,4275
6984,F5wtY4Ns4nA,background,background,285.0,290.0,5,4275,4350
6985,F5wtY4Ns4nA,background,background,290.0,295.0,5,4350,4425
6986,F5wtY4Ns4nA,background,background,295.0,300.0,5,4425,4500
6987,F5wtY4Ns4nA,background,background,300.0,305.0,5,4500,4575
6988,F5wtY4Ns4nA,background,background,305.0,310.0,5,4575,4650
6989,F5wtY4Ns4nA,background,background,310.0,315.0,5,4650,4725
6990,F5wtY4Ns4nA,background,background,315.0,320.0,5,4725,4800
6991,F5wtY4Ns4nA,background,background,320.0,325.0,5,4800,4875
6992,F5wtY4Ns4nA,background,background,325.0,330.0,5,4875,4950
6993,F5wtY4Ns4nA,background,background,330.0,335.0,5,4950,5025
6994,F5wtY4Ns4nA,background,background,335.0,340.0,5,5025,5100
6995,F5wtY4Ns4nA,background,background,340.0,345.0,5,5100,5175
6996,F5wtY4Ns4nA,background,background,345.0,350.0,5,5175,5250
6997,F5wtY4Ns4nA,background,background,350.0,355.0,5,5250,5325
6998,F5wtY4Ns4nA,background,background,355.0,360.0,5,5325,5400
6999,F5wtY4Ns4nA,background,background,360.0,365.0,5,5400,5475
7000,F5wtY4Ns4nA,background,background,365.0,370.0,5,5475,5550
7001,F5wtY4Ns4nA,background,background,370.0,375.0,5,5550,5625
7002,F5wtY4Ns4nA,background,background,375.0,380.0,5,5625,5700
7003,F5wtY4Ns4nA,background,background,380.0,385.0,5,5700,5775
7004,F5wtY4Ns4nA,background,background,385.0,390.0,5,5775,5850
7005,F5wtY4Ns4nA,background,background,390.0,395.0,5,5850,5925
7006,F5wtY4Ns4nA,background,background,395.0,400.0,5,5925,6000
7007,F5wtY4Ns4nA,background,background,400.0,405.0,5,6000,6075
7008,F5wtY4Ns4nA,background,background,405.0,410.0,5,6075,6150
7009,F5wtY4Ns4nA,background,background,410.0,415.0,5,6150,6225
7010,F5wtY4Ns4nA,background,background,415.0,420.0,5,6225,6300
7011,F5wtY4Ns4nA,background,background,420.0,425.0,5,6300,6375
7012,F5wtY4Ns4nA,background,background,425.0,430.0,5,6375,6450
7013,F5wtY4Ns4nA,background,background,430.0,435.0,5,6450,6525
7014,F5wtY4Ns4nA,background,background,435.0,440.0,5,6525,6600
7015,F5wtY4Ns4nA,background,background,440.0,445.0,5,6600,6675
7016,F5wtY4Ns4nA,background,background,445.0,450.0,5,6675,6750
7017,F5wtY4Ns4nA,background,background,450.0,455.0,5,6750,6825
7018,F5wtY4Ns4nA,background,background,455.0,460.0,5,6825,6900
7019,F5wtY4Ns4nA,cutting,cutting,463.0,468.0,5,6945,7020
7020,F5wtY4Ns4nA,cutting,cutting,468.0,473.0,5,7020,7095
7021,F5wtY4Ns4nA,background,background,474.0,479.0,5,7110,7185
7022,F5wtY4Ns4nA,background,background,479.0,484.0,5,7185,7260
7023,F5wtY4Ns4nA,background,background,484.0,489.0,5,7260,7335
7024,F5wtY4Ns4nA,cutting,cutting,490.0,495.0,5,7350,7425
7025,F5wtY4Ns4nA,cutting,cutting,495.0,500.0,5,7425,7500
7026,F5wtY4Ns4nA,cutting,cutting,500.0,505.0,5,7500,7575
7027,F5wtY4Ns4nA,cutting,cutting,505.0,510.0,5,7575,7650
7028,F5wtY4Ns4nA,cutting,cutting,510.0,515.0,5,7650,7725
7029,F5wtY4Ns4nA,cutting,cutting,515.0,520.0,5,7725,7800
7030,F5wtY4Ns4nA,cutting,cutting,520.0,525.0,5,7800,7875
7031,F5wtY4Ns4nA,background,background,527.0,532.0,5,7905,7980
7032,F5wtY4Ns4nA,background,background,532.0,537.0,5,7980,8055
7033,F5wtY4Ns4nA,background,background,537.0,542.0,5,8055,8130
7034,F5wtY4Ns4nA,cutting,cutting,544.0,549.0,5,8160,8235
7035,F5wtY4Ns4nA,cutting,cutting,549.0,554.0,5,8235,8310
7036,F5wtY4Ns4nA,cutting,cutting,554.0,559.0,5,8310,8385
7037,F5wtY4Ns4nA,background,background,560.0,565.0,5,8400,8475
7038,F5wtY4Ns4nA,cutting,cutting,568.0,573.0,5,8520,8595
7039,F5wtY4Ns4nA,cutting,cutting,573.0,578.0,5,8595,8670
7040,F5wtY4Ns4nA,cutting,cutting,578.0,583.0,5,8670,8745
7041,F5wtY4Ns4nA,background,background,583.0,588.0,5,8745,8820
7042,F5wtY4Ns4nA,background,background,588.0,593.0,5,8820,8895
7043,F5wtY4Ns4nA,background,background,593.0,598.0,5,8895,8970
7044,F5wtY4Ns4nA,background,background,598.0,603.0,5,8970,9045
7045,F5wtY4Ns4nA,background,background,603.0,608.0,5,9045,9120
7046,F5wtY4Ns4nA,background,background,608.0,613.0,5,9120,9195
7047,F5wtY4Ns4nA,background,background,613.0,618.0,5,9195,9270
7048,F5wtY4Ns4nA,background,background,618.0,623.0,5,9270,9345
7049,F5wtY4Ns4nA,background,background,623.0,628.0,5,9345,9420
7050,F5wtY4Ns4nA,background,background,628.0,633.0,5,9420,9495
7051,F5wtY4Ns4nA,background,background,633.0,638.0,5,9495,9570
7052,F5wtY4Ns4nA,background,background,638.0,643.0,5,9570,9645
7053,F5wtY4Ns4nA,background,background,643.0,648.0,5,9645,9720
7054,F5wtY4Ns4nA,background,background,648.0,653.0,5,9720,9795
7055,F5wtY4Ns4nA,background,background,653.0,658.0,5,9795,9870
7056,F5wtY4Ns4nA,background,background,658.0,663.0,5,9870,9945
7057,F5wtY4Ns4nA,background,background,663.0,668.0,5,9945,10020
7058,F5wtY4Ns4nA,background,background,668.0,673.0,5,10020,10095
7059,F5wtY4Ns4nA,background,background,673.0,678.0,5,10095,10170
7060,F5wtY4Ns4nA,background,background,678.0,683.0,5,10170,10245
7061,F5wtY4Ns4nA,background,background,683.0,688.0,5,10245,10320
7062,F5wtY4Ns4nA,background,background,688.0,693.0,5,10320,10395
7063,F5wtY4Ns4nA,background,background,693.0,698.0,5,10395,10470
7064,F5wtY4Ns4nA,background,background,698.0,703.0,5,10470,10545
7065,F5wtY4Ns4nA,background,background,703.0,708.0,5,10545,10620
7066,F5wtY4Ns4nA,background,background,708.0,713.0,5,10620,10695
7067,F5wtY4Ns4nA,background,background,713.0,718.0,5,10695,10770
7068,F5wtY4Ns4nA,background,background,718.0,723.0,5,10770,10845
7069,F5wtY4Ns4nA,background,background,723.0,728.0,5,10845,10920
7070,F5wtY4Ns4nA,background,background,728.0,733.0,5,10920,10995
7071,F5wtY4Ns4nA,background,background,733.0,738.0,5,10995,11070
7072,F5wtY4Ns4nA,background,background,738.0,743.0,5,11070,11145
7073,F5wtY4Ns4nA,background,background,743.0,748.0,5,11145,11220
7074,F5wtY4Ns4nA,background,background,748.0,753.0,5,11220,11295
7075,F5wtY4Ns4nA,background,background,753.0,758.0,5,11295,11370
7076,F5wtY4Ns4nA,background,background,758.0,763.0,5,11370,11445
7077,F5wtY4Ns4nA,background,background,763.0,768.0,5,11445,11520
7078,F5wtY4Ns4nA,background,background,768.0,773.0,5,11520,11595
7079,F5wtY4Ns4nA,background,background,773.0,778.0,5,11595,11670
7080,F5wtY4Ns4nA,background,background,778.0,783.0,5,11670,11745
7081,F5wtY4Ns4nA,background,background,783.0,788.0,5,11745,11820
7082,F5wtY4Ns4nA,background,background,788.0,793.0,5,11820,11895
7083,F5wtY4Ns4nA,background,background,793.0,798.0,5,11895,11970
7084,F5wtY4Ns4nA,background,background,798.0,803.0,5,11970,12045
7085,F5wtY4Ns4nA,background,background,803.0,808.0,5,12045,12120
7086,F5wtY4Ns4nA,background,background,808.0,813.0,5,12120,12195
7087,F5wtY4Ns4nA,background,background,813.0,818.0,5,12195,12270
7088,F5wtY4Ns4nA,background,background,818.0,823.0,5,12270,12345
7089,F5wtY4Ns4nA,background,background,823.0,828.0,5,12345,12420
7090,F5wtY4Ns4nA,background,background,828.0,833.0,5,12420,12495
7091,F5wtY4Ns4nA,background,background,833.0,838.0,5,12495,12570
7092,F5wtY4Ns4nA,background,background,838.0,843.0,5,12570,12645
7093,F5wtY4Ns4nA,background,background,843.0,848.0,5,12645,12720
7094,F5wtY4Ns4nA,background,background,848.0,853.0,5,12720,12795
7095,F5wtY4Ns4nA,background,background,853.0,858.0,5,12795,12870
7096,F5wtY4Ns4nA,background,background,858.0,863.0,5,12870,12945
7097,F5wtY4Ns4nA,background,background,863.0,868.0,5,12945,13020
7098,F5wtY4Ns4nA,background,background,868.0,873.0,5,13020,13095
7099,F5wtY4Ns4nA,background,background,873.0,878.0,5,13095,13170
7100,F5wtY4Ns4nA,background,background,878.0,883.0,5,13170,13245
7101,F5wtY4Ns4nA,background,background,883.0,888.0,5,13245,13320
7102,F5wtY4Ns4nA,background,background,888.0,893.0,5,13320,13395
7103,F5wtY4Ns4nA,suturing,suturing,896.0,901.0,5,13440,13515
7104,F5wtY4Ns4nA,suturing,suturing,901.0,906.0,5,13515,13590
7105,F5wtY4Ns4nA,suturing,suturing,906.0,911.0,5,13590,13665
7106,F5wtY4Ns4nA,tying,suturing,914.0,919.0,5,13710,13785
7107,F5wtY4Ns4nA,tying,suturing,919.0,924.0,5,13785,13860
7108,F5wtY4Ns4nA,tying,suturing,924.0,929.0,5,13860,13935
7109,F5wtY4Ns4nA,tying,suturing,929.0,934.0,5,13935,14010
7110,F5wtY4Ns4nA,none,suturing,938.0,943.0,5,14070,14145
7111,F5wtY4Ns4nA,suturing,suturing,944.0,949.0,5,14160,14235
7112,F5wtY4Ns4nA,tying,suturing,950.0,955.0,5,14250,14325
7113,F5wtY4Ns4nA,tying,suturing,955.0,960.0,5,14325,14400
7114,F5wtY4Ns4nA,tying,suturing,960.0,965.0,5,14400,14475
7115,F5wtY4Ns4nA,background,background,965.0,970.0,5,14475,14550
7116,F5wtY4Ns4nA,background,background,970.0,975.0,5,14550,14625
7117,F5wtY4Ns4nA,background,background,975.0,980.0,5,14625,14700
7118,F5wtY4Ns4nA,suturing,suturing,982.0,987.0,5,14730,14805
7119,F5wtY4Ns4nA,suturing,suturing,987.0,992.0,5,14805,14880
7120,F5wtY4Ns4nA,tying,suturing,994.0,999.0,5,14910,14985
7121,F5wtY4Ns4nA,tying,suturing,999.0,1004.0,5,14985,15060
7122,F5wtY4Ns4nA,tying,suturing,1004.0,1009.0,5,15060,15135
7123,F5wtY4Ns4nA,background,background,1013.0,1018.0,5,15195,15270
7124,F5wtY4Ns4nA,background,background,1018.0,1023.0,5,15270,15345
7125,F5wtY4Ns4nA,suturing,suturing,1023.0,1028.0,5,15345,15420
7126,F5wtY4Ns4nA,tying,suturing,1029.0,1034.0,5,15435,15510
7127,F5wtY4Ns4nA,tying,suturing,1034.0,1039.0,5,15510,15585
7128,F5wtY4Ns4nA,background,background,1043.0,1048.0,5,15645,15720
7129,F5wtY4Ns4nA,background,background,1048.0,1053.0,5,15720,15795
7130,F5wtY4Ns4nA,background,background,1053.0,1058.0,5,15795,15870
7131,F5wtY4Ns4nA,suturing,suturing,1062.0,1067.0,5,15930,16005
7132,F5wtY4Ns4nA,suturing,suturing,1067.0,1072.0,5,16005,16080
7133,F5wtY4Ns4nA,suturing,suturing,1072.0,1077.0,5,16080,16155
7134,F5wtY4Ns4nA,tying,suturing,1080.0,1085.0,5,16200,16275
7135,F5wtY4Ns4nA,tying,suturing,1085.0,1090.0,5,16275,16350
7136,F5wtY4Ns4nA,tying,suturing,1090.0,1095.0,5,16350,16425
7137,F5wtY4Ns4nA,background,background,1095.0,1100.0,5,16425,16500
7138,F5wtY4Ns4nA,background,background,1100.0,1105.0,5,16500,16575
7139,F5wtY4Ns4nA,cutting,cutting,1105.0,1110.0,5,16575,16650
7140,F5wtY4Ns4nA,cutting,cutting,1110.0,1115.0,5,16650,16725
7141,F5wtY4Ns4nA,cutting,cutting,1115.0,1120.0,5,16725,16800
7142,F5wtY4Ns4nA,background,background,1120.0,1125.0,5,16800,16875
7143,F5wtY4Ns4nA,background,background,1125.0,1130.0,5,16875,16950
7144,F5wtY4Ns4nA,cutting,cutting,1133.0,1138.0,5,16995,17070
7145,F5wtY4Ns4nA,cutting,cutting,1138.0,1143.0,5,17070,17145
7146,F5wtY4Ns4nA,cutting,cutting,1143.0,1148.0,5,17145,17220
7147,F5wtY4Ns4nA,cutting,cutting,1148.0,1153.0,5,17220,17295
7148,F5wtY4Ns4nA,cutting,cutting,1153.0,1158.0,5,17295,17370
7149,F5wtY4Ns4nA,cutting,cutting,1158.0,1163.0,5,17370,17445
7150,F5wtY4Ns4nA,cutting,cutting,1163.0,1168.0,5,17445,17520
7151,F5wtY4Ns4nA,cutting,cutting,1168.0,1173.0,5,17520,17595
7152,F5wtY4Ns4nA,cutting,cutting,1173.0,1178.0,5,17595,17670
7153,F5wtY4Ns4nA,cutting,cutting,1178.0,1183.0,5,17670,17745
7154,F5wtY4Ns4nA,cutting,cutting,1183.0,1188.0,5,17745,17820
7155,F5wtY4Ns4nA,cutting,cutting,1188.0,1193.0,5,17820,17895
7156,F5wtY4Ns4nA,cutting,cutting,1193.0,1198.0,5,17895,17970
7157,F5wtY4Ns4nA,cutting,cutting,1198.0,1203.0,5,17970,18045
7158,F5wtY4Ns4nA,cutting,cutting,1203.0,1208.0,5,18045,18120
7159,F5wtY4Ns4nA,cutting,cutting,1208.0,1213.0,5,18120,18195
7160,F5wtY4Ns4nA,cutting,cutting,1213.0,1218.0,5,18195,18270
7161,F5wtY4Ns4nA,cutting,cutting,1218.0,1223.0,5,18270,18345
7162,F5wtY4Ns4nA,background,background,1224.0,1229.0,5,18360,18435
7163,F5wtY4Ns4nA,background,background,1229.0,1234.0,5,18435,18510
7164,F5wtY4Ns4nA,background,background,1234.0,1239.0,5,18510,18585
7165,F5wtY4Ns4nA,background,background,1239.0,1244.0,5,18585,18660
7166,F5wtY4Ns4nA,background,background,1244.0,1249.0,5,18660,18735
7167,F5wtY4Ns4nA,background,background,1249.0,1254.0,5,18735,18810
7168,F5wtY4Ns4nA,background,background,1254.0,1259.0,5,18810,18885
7169,F5wtY4Ns4nA,background,background,1259.0,1264.0,5,18885,18960
7170,F5wtY4Ns4nA,background,background,1264.0,1269.0,5,18960,19035
7171,F5wtY4Ns4nA,background,background,1269.0,1274.0,5,19035,19110
7172,F5wtY4Ns4nA,background,background,1274.0,1279.0,5,19110,19185
7173,F5wtY4Ns4nA,background,background,1279.0,1284.0,5,19185,19260
7174,F5wtY4Ns4nA,background,background,1284.0,1289.0,5,19260,19335
7175,F5wtY4Ns4nA,background,background,1289.0,1294.0,5,19335,19410
7176,F5wtY4Ns4nA,background,background,1294.0,1299.0,5,19410,19485
7177,F5wtY4Ns4nA,background,background,1299.0,1304.0,5,19485,19560
7178,F5wtY4Ns4nA,background,background,1304.0,1309.0,5,19560,19635
7179,F5wtY4Ns4nA,background,background,1309.0,1314.0,5,19635,19710
7180,F5wtY4Ns4nA,background,background,1314.0,1319.0,5,19710,19785
7181,F5wtY4Ns4nA,background,background,1319.0,1324.0,5,19785,19860
7182,F5wtY4Ns4nA,background,background,1324.0,1329.0,5,19860,19935
7183,F5wtY4Ns4nA,background,background,1329.0,1334.0,5,19935,20010
7184,F5wtY4Ns4nA,background,background,1334.0,1339.0,5,20010,20085
7185,F5wtY4Ns4nA,background,background,1339.0,1344.0,5,20085,20160
7186,F5wtY4Ns4nA,background,background,1344.0,1349.0,5,20160,20235
7187,F5wtY4Ns4nA,background,background,1349.0,1354.0,5,20235,20310
7188,F5wtY4Ns4nA,background,background,1354.0,1359.0,5,20310,20385
7189,F5wtY4Ns4nA,background,background,1359.0,1364.0,5,20385,20460
7190,F5wtY4Ns4nA,background,background,1364.0,1369.0,5,20460,20535
7191,F5wtY4Ns4nA,background,background,1369.0,1374.0,5,20535,20610
7192,F5wtY4Ns4nA,background,background,1374.0,1379.0,5,20610,20685
7193,F5wtY4Ns4nA,background,background,1379.0,1384.0,5,20685,20760
7194,F5wtY4Ns4nA,background,background,1384.0,1389.0,5,20760,20835
7195,F5wtY4Ns4nA,background,background,1389.0,1394.0,5,20835,20910
7196,F5wtY4Ns4nA,background,background,1394.0,1399.0,5,20910,20985
7197,F5wtY4Ns4nA,background,background,1399.0,1404.0,5,20985,21060
7198,F5wtY4Ns4nA,background,background,1404.0,1409.0,5,21060,21135
7199,F5wtY4Ns4nA,background,background,1409.0,1414.0,5,21135,21210
7200,F5wtY4Ns4nA,background,background,1414.0,1419.0,5,21210,21285
7201,F5wtY4Ns4nA,background,background,1419.0,1424.0,5,21285,21360
7202,F5wtY4Ns4nA,background,background,1424.0,1429.0,5,21360,21435
7203,F5wtY4Ns4nA,background,background,1429.0,1434.0,5,21435,21510
7204,F5wtY4Ns4nA,background,background,1434.0,1439.0,5,21510,21585
7205,F5wtY4Ns4nA,background,background,1439.0,1444.0,5,21585,21660
7206,F5wtY4Ns4nA,background,background,1444.0,1449.0,5,21660,21735
7207,F5wtY4Ns4nA,background,background,1449.0,1454.0,5,21735,21810
7208,F5wtY4Ns4nA,background,background,1454.0,1459.0,5,21810,21885
7209,FMLfc2V18HY,background,background,0.0,5.0,5,0,75
7210,FMLfc2V18HY,background,background,5.0,10.0,5,75,150
7211,FMLfc2V18HY,background,background,10.0,15.0,5,150,225
7212,FMLfc2V18HY,background,background,15.0,20.0,5,225,300
7213,FMLfc2V18HY,background,background,20.0,25.0,5,300,375
7214,FMLfc2V18HY,background,background,25.0,30.0,5,375,450
7215,FMLfc2V18HY,background,background,30.0,35.0,5,450,525
7216,FMLfc2V18HY,background,background,35.0,40.0,5,525,600
7217,FMLfc2V18HY,background,background,40.0,45.0,5,600,675
7218,FMLfc2V18HY,background,background,45.0,50.0,5,675,750
7219,FMLfc2V18HY,background,background,50.0,55.0,5,750,825
7220,FMLfc2V18HY,background,background,55.0,60.0,5,825,900
7221,FMLfc2V18HY,background,background,60.0,65.0,5,900,975
7222,FMLfc2V18HY,cutting,cutting,65.0,70.0,5,975,1050
7223,FMLfc2V18HY,background,background,70.0,75.0,5,1050,1125
7224,FMLfc2V18HY,background,background,75.0,80.0,5,1125,1200
7225,FMLfc2V18HY,background,background,80.0,85.0,5,1200,1275
7226,FMLfc2V18HY,background,background,85.0,90.0,5,1275,1350
7227,FMLfc2V18HY,background,background,90.0,95.0,5,1350,1425
7228,FMLfc2V18HY,background,background,95.0,100.0,5,1425,1500
7229,FMLfc2V18HY,background,background,100.0,105.0,5,1500,1575
7230,FMLfc2V18HY,background,background,105.0,110.0,5,1575,1650
7231,FMLfc2V18HY,background,background,110.0,115.0,5,1650,1725
7232,FMLfc2V18HY,background,background,115.0,120.0,5,1725,1800
7233,FMLfc2V18HY,background,background,120.0,125.0,5,1800,1875
7234,FMLfc2V18HY,background,background,125.0,130.0,5,1875,1950
7235,FMLfc2V18HY,background,background,130.0,135.0,5,1950,2025
7236,FMLfc2V18HY,background,background,135.0,140.0,5,2025,2100
7237,FMLfc2V18HY,background,background,140.0,145.0,5,2100,2175
7238,FMLfc2V18HY,background,background,145.0,150.0,5,2175,2250
7239,FMLfc2V18HY,background,background,150.0,155.0,5,2250,2325
7240,FMLfc2V18HY,background,background,155.0,160.0,5,2325,2400
7241,FMLfc2V18HY,background,background,160.0,165.0,5,2400,2475
7242,FMLfc2V18HY,background,background,165.0,170.0,5,2475,2550
7243,FMLfc2V18HY,background,background,170.0,175.0,5,2550,2625
7244,FMLfc2V18HY,background,background,175.0,180.0,5,2625,2700
7245,FMLfc2V18HY,background,background,180.0,185.0,5,2700,2775
7246,FMLfc2V18HY,background,background,185.0,190.0,5,2775,2850
7247,FMLfc2V18HY,background,background,190.0,195.0,5,2850,2925
7248,FMLfc2V18HY,background,background,195.0,200.0,5,2925,3000
7249,FMLfc2V18HY,background,background,200.0,205.0,5,3000,3075
7250,FMLfc2V18HY,background,background,205.0,210.0,5,3075,3150
7251,FMLfc2V18HY,background,background,210.0,215.0,5,3150,3225
7252,FMLfc2V18HY,background,background,215.0,220.0,5,3225,3300
7253,FMLfc2V18HY,background,background,220.0,225.0,5,3300,3375
7254,FMLfc2V18HY,background,background,225.0,230.0,5,3375,3450
7255,FMLfc2V18HY,background,background,230.0,235.0,5,3450,3525
7256,FMLfc2V18HY,background,background,235.0,240.0,5,3525,3600
7257,FMLfc2V18HY,background,background,240.0,245.0,5,3600,3675
7258,FMLfc2V18HY,background,background,245.0,250.0,5,3675,3750
7259,FMLfc2V18HY,background,background,250.0,255.0,5,3750,3825
7260,FMLfc2V18HY,background,background,255.0,260.0,5,3825,3900
7261,FMLfc2V18HY,background,background,260.0,265.0,5,3900,3975
7262,FMLfc2V18HY,background,background,265.0,270.0,5,3975,4050
7263,FMLfc2V18HY,background,background,270.0,275.0,5,4050,4125
7264,FMLfc2V18HY,background,background,275.0,280.0,5,4125,4200
7265,FMLfc2V18HY,background,background,280.0,285.0,5,4200,4275
7266,FMLfc2V18HY,background,background,285.0,290.0,5,4275,4350
7267,FMLfc2V18HY,background,background,290.0,295.0,5,4350,4425
7268,FMLfc2V18HY,background,background,295.0,300.0,5,4425,4500
7269,FMLfc2V18HY,background,background,300.0,305.0,5,4500,4575
7270,FMLfc2V18HY,background,background,305.0,310.0,5,4575,4650
7271,FMLfc2V18HY,background,background,310.0,315.0,5,4650,4725
7272,FMLfc2V18HY,background,background,315.0,320.0,5,4725,4800
7273,FMLfc2V18HY,background,background,320.0,325.0,5,4800,4875
7274,FMLfc2V18HY,background,background,325.0,330.0,5,4875,4950
7275,FMLfc2V18HY,background,background,330.0,335.0,5,4950,5025
7276,FMLfc2V18HY,background,background,335.0,340.0,5,5025,5100
7277,FMLfc2V18HY,background,background,340.0,345.0,5,5100,5175
7278,FMLfc2V18HY,background,background,345.0,350.0,5,5175,5250
7279,FMLfc2V18HY,background,background,350.0,355.0,5,5250,5325
7280,FMLfc2V18HY,background,background,355.0,360.0,5,5325,5400
7281,FMLfc2V18HY,background,background,360.0,365.0,5,5400,5475
7282,FMLfc2V18HY,background,background,365.0,370.0,5,5475,5550
7283,FMLfc2V18HY,background,background,370.0,375.0,5,5550,5625
7284,FMLfc2V18HY,background,background,375.0,380.0,5,5625,5700
7285,FMLfc2V18HY,background,background,380.0,385.0,5,5700,5775
7286,FMLfc2V18HY,background,background,385.0,390.0,5,5775,5850
7287,FMLfc2V18HY,background,background,390.0,395.0,5,5850,5925
7288,FMLfc2V18HY,background,background,395.0,400.0,5,5925,6000
7289,FMLfc2V18HY,background,background,400.0,405.0,5,6000,6075
7290,FMLfc2V18HY,background,background,405.0,410.0,5,6075,6150
7291,FMLfc2V18HY,suturing,suturing,410.0,415.0,5,6150,6225
7292,FMLfc2V18HY,background,background,419.0,424.0,5,6285,6360
7293,FMLfc2V18HY,background,background,424.0,429.0,5,6360,6435
